ID,CHOICE,AGE,GA,PURPOSE,WHO,LUGGAGE,INCOME,TRAIN_AV,SM_AV,CAR_AV,TRAIN_TT,SM_TT,CAR_TT,TRAIN_CO,SM_CO,CAR_CO,TRAIN_HE,SM_HE
305,2,1,1,3,1,1,4,1,1,0,276,181,0,3120,4160,0,60,30
305,1,1,1,3,1,1,4,1,1,0,210,177,0,2600,4160,0,30,20
305,2,1,1,3,1,1,4,1,1,0,276,177,0,2340,3120,0,60,20
305,2,1,1,3,1,1,4,1,1,0,232,174,0,2340,4160,0,120,10
305,1,1,1,3,1,1,4,1,1,0,210,181,0,3120,4160,0,120,10
305,2,1,1,3,1,1,4,1,1,0,210,181,0,2340,3380,0,30,30
305,1,1,1,3,1,1,4,1,1,0,276,174,0,2600,3380,0,60,10
306,2,2,1,3,1,1,1,1,1,1,147,70,110,3120,3120,80,120,30
306,2,2,1,3,1,1,1,1,1,1,114,73,143,2340,3120,64,120,30
306,2,2,1,3,1,1,1,1,1,1,147,77,88,2340,3380,64,120,20
306,2,2,1,3,1,1,1,1,1,1,125,77,143,2340,3380,104,60,10
306,2,2,1,3,1,1,1,1,1,1,125,77,88,2600,3120,104,120,30
306,2,2,1,3,1,1,1,1,1,1,114,77,143,2600,3120,80,60,20
306,2,2,1,3,1,1,1,1,1,1,114,73,110,3120,3380,64,60,10
306,2,2,1,3,1,1,1,1,1,1,114,70,110,2600,3380,104,120,20
306,1,2,1,3,1,1,1,1,1,1,125,77,110,3120,4160,104,30,20
307,2,2,1,3,1,1,1,1,1,0,81,26,0,3120,3380,0,120,20
307,2,2,1,3,1,1,1,1,1,0,73,23,0,3120,3120,0,30,10
307,2,2,1,3,1,1,1,1,1,0,96,30,0,3120,4160,0,60,30
307,1,2,1,3,1,1,1,1,1,0,73,26,0,2600,4160,0,30,20
307,2,2,1,3,1,1,1,1,1,0,96,26,0,2340,3120,0,60,20
307,2,2,1,3,1,1,1,1,1,0,81,23,0,2340,4160,0,120,10
307,2,2,1,3,1,1,1,1,1,0,73,30,0,3120,4160,0,120,10
307,2,2,1,3,1,1,1,1,1,0,73,30,0,2340,3380,0,30,30
307,2,2,1,3,1,1,1,1,1,0,96,23,0,2600,3380,0,60,10
308,2,2,1,3,1,1,1,1,1,0,146,44,0,3120,3120,0,120,30
308,1,2,1,3,1,1,1,1,1,0,114,49,0,2340,3120,0,120,30
308,1,2,1,3,1,1,1,1,1,0,146,55,0,2340,3380,0,120,20
308,1,2,1,3,1,1,1,1,1,0,125,55,0,2340,3380,0,60,10
308,1,2,1,3,1,1,1,1,1,0,125,55,0,2600,3120,0,120,30
308,1,2,1,3,1,1,1,1,1,0,114,55,0,2600,3120,0,60,20
308,2,2,1,3,1,1,1,1,1,0,114,49,0,3120,3380,0,60,10
308,1,2,1,3,1,1,1,1,1,0,114,44,0,2600,3380,0,120,20
308,1,2,1,3,1,1,1,1,1,0,125,55,0,3120,4160,0,30,20
309,1,2,1,3,1,1,2,1,1,0,236,63,0,3120,3120,0,120,30
309,1,2,1,3,1,1,2,1,1,0,182,71,0,2340,3120,0,120,30
309,1,2,1,3,1,1,2,1,1,0,236,81,0,2340,3380,0,120,20
309,1,2,1,3,1,1,2,1,1,0,200,81,0,2340,3380,0,60,10
309,1,2,1,3,1,1,2,1,1,0,200,81,0,2600,3120,0,120,30
309,1,2,1,3,1,1,2,1,1,0,182,81,0,2600,3120,0,60,20
309,1,2,1,3,1,1,2,1,1,0,182,71,0,3120,3380,0,60,10
309,1,2,1,3,1,1,2,1,1,0,182,63,0,2600,3380,0,120,20
309,1,2,1,3,1,1,2,1,1,0,200,81,0,3120,4160,0,30,20
310,2,3,1,3,1,1,1,1,1,0,110,57,0,3120,3380,0,120,20
310,2,3,1,3,1,1,1,1,1,0,124,61,0,3120,4160,0,60,30
310,2,3,1,3,1,1,1,1,1,0,103,54,0,3120,3120,0,30,10
310,1,3,1,3,1,1,1,1,1,0,103,57,0,2600,4160,0,30,20
310,2,3,1,3,1,1,1,1,1,0,124,57,0,2340,3120,0,60,20
310,2,3,1,3,1,1,1,1,1,0,103,61,0,3120,4160,0,120,10
310,1,3,1,3,1,1,1,1,1,0,110,54,0,2340,4160,0,120,10
310,2,3,1,3,1,1,1,1,1,0,124,54,0,2600,3380,0,60,10
310,2,3,1,3,1,1,1,1,1,0,103,61,0,2340,3380,0,30,30
311,2,3,1,3,1,1,2,1,1,1,121,66,130,3120,3380,60,120,20
311,2,3,1,3,1,1,2,1,1,1,141,70,130,3120,4160,48,60,30
311,2,3,1,3,1,1,2,1,1,1,111,63,130,3120,3120,78,30,10
311,2,3,1,3,1,1,2,1,1,1,111,66,80,2600,4160,48,30,20
311,2,3,1,3,1,1,2,1,1,1,141,66,100,2340,3120,78,60,20
311,2,3,1,3,1,1,2,1,1,1,111,70,80,3120,4160,60,120,10
311,2,3,1,3,1,1,2,1,1,1,121,63,100,2340,4160,48,120,10
311,2,3,1,3,1,1,2,1,1,1,141,63,80,2600,3380,60,60,10
311,2,3,1,3,1,1,2,1,1,1,111,70,100,2340,3380,60,30,30
312,2,3,1,3,1,1,2,1,1,0,116,53,0,2600,3120,0,30,10
312,1,3,1,3,1,1,2,1,1,0,116,49,0,2600,4160,0,120,10
312,1,3,1,3,1,1,2,1,1,0,116,46,0,2340,4160,0,30,20
312,1,3,1,3,1,1,2,1,1,0,95,46,0,2340,4160,0,60,30
312,2,3,1,3,1,1,2,1,1,0,102,46,0,2600,3380,0,30,30
312,2,3,1,3,1,1,2,1,1,0,102,49,0,2340,3120,0,30,10
312,2,3,1,3,1,1,2,1,1,0,102,46,0,3120,3120,0,60,20
312,2,3,1,3,1,1,2,1,1,0,116,49,0,3120,3380,0,30,30
312,1,3,1,3,1,1,2,1,1,0,102,49,0,2600,4160,0,60,30
313,1,4,1,3,1,1,3,1,1,0,141,69,0,2600,3120,0,30,10
313,1,4,1,3,1,1,3,1,1,0,141,65,0,2600,4160,0,120,10
313,1,4,1,3,1,1,3,1,1,0,141,62,0,2340,4160,0,30,20
313,1,4,1,3,1,1,3,1,1,0,109,62,0,2340,4160,0,60,30
313,1,4,1,3,1,1,3,1,1,0,120,62,0,2600,3380,0,30,30
313,1,4,1,3,1,1,3,1,1,0,120,65,0,2340,3120,0,30,10
313,2,4,1,3,1,1,3,1,1,0,120,62,0,3120,3120,0,60,20
313,2,4,1,3,1,1,3,1,1,0,141,65,0,3120,3380,0,30,30
313,1,4,1,3,1,1,3,1,1,0,120,65,0,2600,4160,0,60,30
314,1,5,1,3,1,1,2,1,1,0,87,34,0,3120,3380,0,120,20
314,1,5,1,3,1,1,2,1,1,0,101,38,0,3120,4160,0,60,30
314,1,5,1,3,1,1,2,1,1,0,80,31,0,3120,3120,0,30,10
314,1,5,1,3,1,1,2,1,1,0,80,34,0,2600,4160,0,30,20
314,1,5,1,3,1,1,2,1,1,0,101,34,0,2340,3120,0,60,20
314,1,5,1,3,1,1,2,1,1,0,80,38,0,3120,4160,0,120,10
314,1,5,1,3,1,1,2,1,1,0,87,31,0,2340,4160,0,120,10
314,1,5,1,3,1,1,2,1,1,0,101,31,0,2600,3380,0,60,10
314,1,5,1,3,1,1,2,1,1,0,80,38,0,2340,3380,0,30,30
315,1,5,1,3,1,1,2,1,1,0,244,115,0,3120,3380,0,120,20
315,1,5,1,3,1,1,2,1,1,0,221,107,0,3120,3120,0,30,10
315,1,5,1,3,1,1,2,1,1,0,221,115,0,2600,4160,0,30,20
315,1,5,1,3,1,1,2,1,1,0,290,125,0,3120,4160,0,60,30
315,1,5,1,3,1,1,2,1,1,0,290,115,0,2340,3120,0,60,20
315,1,5,1,3,1,1,2,1,1,0,244,107,0,2340,4160,0,120,10
315,1,5,1,3,1,1,2,1,1,0,221,125,0,3120,4160,0,120,10
315,1,5,1,3,1,1,2,1,1,0,221,125,0,2340,3380,0,30,30
315,1,5,1,3,1,1,2,1,1,0,290,107,0,2600,3380,0,60,10
316,2,2,1,3,1,1,1,1,1,0,102,47,0,3120,3380,0,120,20
316,2,2,1,3,1,1,1,1,1,0,95,44,0,3120,3120,0,30,10
316,1,2,1,3,1,1,1,1,1,0,116,51,0,3120,4160,0,60,30
316,1,2,1,3,1,1,1,1,1,0,95,47,0,2600,4160,0,30,20
316,1,2,1,3,1,1,1,1,1,0,116,47,0,2340,3120,0,60,20
316,1,2,1,3,1,1,1,1,1,0,102,44,0,2340,4160,0,120,10
316,1,2,1,3,1,1,1,1,1,0,95,51,0,3120,4160,0,120,10
316,1,2,1,3,1,1,1,1,1,0,95,51,0,2340,3380,0,30,30
316,1,2,1,3,1,1,1,1,1,0,116,44,0,2600,3380,0,60,10
317,2,4,1,3,1,1,1,1,1,1,392,284,273,3120,3380,130,120,20
317,3,4,1,3,1,1,1,1,1,1,353,278,273,3120,3120,169,30,10
317,3,4,1,3,1,1,1,1,1,1,470,292,273,3120,4160,104,60,30
317,3,4,1,3,1,1,1,1,1,1,353,284,168,2600,4160,104,30,20
317,3,4,1,3,1,1,1,1,1,1,470,284,210,2340,3120,169,60,20
317,3,4,1,3,1,1,1,1,1,1,392,278,210,2340,4160,104,120,10
317,3,4,1,3,1,1,1,1,1,1,353,292,168,3120,4160,130,120,10
317,3,4,1,3,1,1,1,1,1,1,353,292,210,2340,3380,130,30,30
317,3,4,1,3,1,1,1,1,1,1,470,278,168,2600,3380,130,60,10
318,1,5,1,3,1,1,2,1,1,1,112,40,70,3120,3120,30,120,30
318,1,5,1,3,1,1,2,1,1,1,91,43,91,2340,3120,24,120,30
318,1,5,1,3,1,1,2,1,1,1,112,47,56,2340,3380,24,120,20
318,1,5,1,3,1,1,2,1,1,1,98,47,91,2340,3380,39,60,10
318,1,5,1,3,1,1,2,1,1,1,98,47,56,2600,3120,39,120,30
318,1,5,1,3,1,1,2,1,1,1,91,47,91,2600,3120,30,60,20
318,1,5,1,3,1,1,2,1,1,1,91,43,70,3120,3380,24,60,10
318,1,5,1,3,1,1,2,1,1,1,91,40,70,2600,3380,39,120,20
318,1,5,1,3,1,1,2,1,1,1,98,47,70,3120,4160,39,30,20
319,2,5,1,3,1,1,4,1,1,0,121,66,0,3120,3380,0,120,20
319,1,5,1,3,1,1,4,1,1,0,111,63,0,3120,3120,0,30,10
319,1,5,1,3,1,1,4,1,1,0,140,70,0,3120,4160,0,60,30
319,1,5,1,3,1,1,4,1,1,0,111,66,0,2600,4160,0,30,20
319,1,5,1,3,1,1,4,1,1,0,140,66,0,2340,3120,0,60,20
319,2,5,1,3,1,1,4,1,1,0,121,63,0,2340,4160,0,120,10
319,2,5,1,3,1,1,4,1,1,0,111,70,0,3120,4160,0,120,10
319,1,5,1,3,1,1,4,1,1,0,111,70,0,2340,3380,0,30,30
319,1,5,1,3,1,1,4,1,1,0,140,63,0,2600,3380,0,60,10
320,2,3,1,3,1,1,4,1,1,1,108,36,80,3120,3120,50,120,30
320,3,3,1,3,1,1,4,1,1,1,87,39,104,2340,3120,40,120,30
320,1,3,1,3,1,1,4,1,1,1,94,43,104,2340,3380,65,60,10
320,3,3,1,3,1,1,4,1,1,1,108,43,64,2340,3380,40,120,20
320,3,3,1,3,1,1,4,1,1,1,94,43,64,2600,3120,65,120,30
320,3,3,1,3,1,1,4,1,1,1,87,43,104,2600,3120,50,60,20
320,3,3,1,3,1,1,4,1,1,1,87,39,80,3120,3380,40,60,10
320,3,3,1,3,1,1,4,1,1,1,87,36,80,2600,3380,65,120,20
320,3,3,1,3,1,1,4,1,1,1,94,43,80,3120,4160,65,30,20
321,2,2,1,3,1,3,3,1,1,1,257,117,180,2600,3120,40,30,10
321,3,2,1,3,1,3,3,1,1,1,257,109,234,2600,4160,65,120,10
321,3,2,1,3,1,3,3,1,1,1,257,103,234,2340,4160,50,30,20
321,3,2,1,3,1,3,3,1,1,1,197,103,144,2340,4160,65,60,30
321,2,2,1,3,1,3,3,1,1,1,217,103,234,2600,3380,40,30,30
321,1,2,1,3,1,3,3,1,1,1,217,109,144,2340,3120,50,30,10
321,3,2,1,3,1,3,3,1,1,1,217,103,144,3120,3120,40,60,20
321,3,2,1,3,1,3,3,1,1,1,257,109,144,3120,3380,65,30,30
321,1,2,1,3,1,3,3,1,1,1,217,109,180,2600,4160,50,60,30
322,1,5,1,3,1,3,4,1,1,1,286,157,351,3120,3380,95,120,20
322,1,5,1,3,1,3,4,1,1,1,258,149,351,3120,3120,123,30,10
322,1,5,1,3,1,3,4,1,1,1,341,167,351,3120,4160,76,60,30
322,1,5,1,3,1,3,4,1,1,1,258,157,216,2600,4160,76,30,20
322,1,5,1,3,1,3,4,1,1,1,341,157,270,2340,3120,123,60,20
322,1,5,1,3,1,3,4,1,1,1,286,149,270,2340,4160,76,120,10
322,1,5,1,3,1,3,4,1,1,1,258,167,216,3120,4160,95,120,10
322,1,5,1,3,1,3,4,1,1,1,258,167,270,2340,3380,95,30,30
322,1,5,1,3,1,3,4,1,1,1,341,149,216,2600,3380,95,60,10
323,2,3,1,3,2,1,3,1,1,1,82,27,91,3120,3380,55,120,20
323,1,3,1,3,2,1,3,1,1,1,75,24,91,3120,3120,71,30,10
323,1,3,1,3,2,1,3,1,1,1,96,31,91,3120,4160,44,60,30
323,1,3,1,3,2,1,3,1,1,1,75,27,56,2600,4160,44,30,20
323,1,3,1,3,2,1,3,1,1,1,96,27,70,2340,3120,71,60,20
323,2,3,1,3,2,1,3,1,1,1,82,24,70,2340,4160,44,120,10
323,2,3,1,3,2,1,3,1,1,1,75,31,56,3120,4160,55,120,10
323,1,3,1,3,2,1,3,1,1,1,75,31,70,2340,3380,55,30,30
323,1,3,1,3,2,1,3,1,1,1,96,24,56,2600,3380,55,60,10
324,2,1,1,3,2,1,4,1,1,0,155,100,0,3120,3380,0,120,20
324,2,1,1,3,2,1,4,1,1,0,141,97,0,3120,3120,0,30,10
324,2,1,1,3,2,1,4,1,1,0,183,104,0,3120,4160,0,60,30
324,1,1,1,3,2,1,4,1,1,0,141,100,0,2600,4160,0,30,20
324,2,1,1,3,2,1,4,1,1,0,183,100,0,2340,3120,0,60,20
324,2,1,1,3,2,1,4,1,1,0,155,97,0,2340,4160,0,120,10
324,2,1,1,3,2,1,4,1,1,0,141,104,0,3120,4160,0,120,10
324,1,1,1,3,2,1,4,1,1,0,141,104,0,2340,3380,0,30,30
324,2,1,1,3,2,1,4,1,1,0,183,97,0,2600,3380,0,60,10
325,1,1,1,3,1,1,1,1,1,0,132,77,0,2220,2405,0,120,20
325,2,1,1,3,1,1,1,1,1,0,125,74,0,2220,2220,0,30,10
325,1,1,1,3,1,1,1,1,1,0,146,81,0,2220,2960,0,60,30
325,1,1,1,3,1,1,1,1,1,0,125,77,0,1850,2960,0,30,20
325,1,1,1,3,1,1,1,1,1,0,146,77,0,1665,2220,0,60,20
325,1,1,1,3,1,1,1,1,1,0,132,74,0,1665,2960,0,120,10
325,1,1,1,3,1,1,1,1,1,0,125,81,0,2220,2960,0,120,10
325,1,1,1,3,1,1,1,1,1,0,125,81,0,1665,2405,0,30,30
325,1,1,1,3,1,1,1,1,1,0,146,74,0,1850,2405,0,60,10
326,2,1,1,3,1,1,1,1,1,1,144,89,117,2220,2405,50,120,20
326,2,1,1,3,1,1,1,1,1,1,132,86,117,2220,2220,65,30,10
326,1,1,1,3,1,1,1,1,1,1,167,93,117,2220,2960,40,60,30
326,1,1,1,3,1,1,1,1,1,1,132,89,72,1850,2960,40,30,20
326,1,1,1,3,1,1,1,1,1,1,167,89,90,1665,2220,65,60,20
326,1,1,1,3,1,1,1,1,1,1,144,86,90,1665,2960,40,120,10
326,1,1,1,3,1,1,1,1,1,1,132,93,72,2220,2960,50,120,10
326,1,1,1,3,1,1,1,1,1,1,132,93,90,1665,2405,50,30,30
326,1,1,1,3,1,1,1,1,1,1,167,86,72,1850,2405,50,60,10
327,2,1,1,3,1,1,1,1,1,0,111,41,0,2220,2220,0,120,30
327,2,1,1,3,1,1,1,1,1,0,90,44,0,1665,2220,0,120,30
327,2,1,1,3,1,1,1,1,1,0,111,48,0,1665,2405,0,120,20
327,1,1,1,3,1,1,1,1,1,0,97,48,0,1665,2405,0,60,10
327,2,1,1,3,1,1,1,1,1,0,97,48,0,1850,2220,0,120,30
327,1,1,1,3,1,1,1,1,1,0,90,48,0,1850,2220,0,60,20
327,2,1,1,3,1,1,1,1,1,0,90,44,0,2220,2405,0,60,10
327,2,1,1,3,1,1,1,1,1,0,90,41,0,1850,2405,0,120,20
327,1,1,1,3,1,1,1,1,1,0,97,48,0,2220,2960,0,30,20
328,2,1,1,3,1,1,1,1,1,1,75,56,65,2220,2405,25,120,20
328,2,1,1,3,1,1,1,1,1,1,70,54,65,2220,2220,32,30,10
328,1,1,1,3,1,1,1,1,1,1,85,59,65,2220,2960,20,60,30
328,1,1,1,3,1,1,1,1,1,1,70,56,40,1850,2960,20,30,20
328,1,1,1,3,1,1,1,1,1,1,85,56,50,1665,2220,32,60,20
328,3,1,1,3,1,1,1,1,1,1,75,54,50,1665,2960,20,120,10
328,3,1,1,3,1,1,1,1,1,1,70,59,40,2220,2960,25,120,10
328,1,1,1,3,1,1,1,1,1,1,70,59,50,1665,2405,25,30,30
328,1,1,1,3,1,1,1,1,1,1,85,54,40,1850,2405,25,60,10
329,1,1,1,3,1,1,1,1,1,0,202,126,0,1850,2220,0,30,10
329,1,1,1,3,1,1,1,1,1,0,202,122,0,1850,2960,0,120,10
329,1,1,1,3,1,1,1,1,1,0,202,119,0,1665,2960,0,30,20
329,1,1,1,3,1,1,1,1,1,0,159,119,0,1665,2960,0,60,30
329,1,1,1,3,1,1,1,1,1,0,173,119,0,1850,2405,0,30,30
329,1,1,1,3,1,1,1,1,1,0,173,122,0,1665,2220,0,30,10
329,2,1,1,3,1,1,1,1,1,0,173,119,0,2220,2220,0,60,20
329,1,1,1,3,1,1,1,1,1,0,202,122,0,2220,2405,0,30,30
329,1,1,1,3,1,1,1,1,1,0,173,122,0,1850,2960,0,60,30
330,2,2,1,3,1,1,1,1,1,0,163,82,0,2220,2220,0,120,30
330,2,2,1,3,1,1,1,1,1,0,129,85,0,1665,2220,0,120,30
330,2,2,1,3,1,1,1,1,1,0,163,89,0,1665,2405,0,120,20
330,2,2,1,3,1,1,1,1,1,0,140,89,0,1665,2405,0,60,10
330,2,2,1,3,1,1,1,1,1,0,140,89,0,1850,2220,0,120,30
330,2,2,1,3,1,1,1,1,1,0,129,89,0,1850,2220,0,60,20
330,2,2,1,3,1,1,1,1,1,0,129,85,0,2220,2405,0,60,10
330,2,2,1,3,1,1,1,1,1,0,129,82,0,1850,2405,0,120,20
330,2,2,1,3,1,1,1,1,1,0,140,89,0,2220,2960,0,30,20
331,1,5,1,3,1,1,1,1,1,0,130,62,0,1850,2220,0,30,10
331,1,5,1,3,1,1,1,1,1,0,130,58,0,1850,2960,0,120,10
331,1,5,1,3,1,1,1,1,1,0,130,55,0,1665,2960,0,30,20
331,1,5,1,3,1,1,1,1,1,0,101,55,0,1665,2960,0,60,30
331,1,5,1,3,1,1,1,1,1,0,111,55,0,1850,2405,0,30,30
331,1,5,1,3,1,1,1,1,1,0,111,58,0,1665,2220,0,30,10
331,2,5,1,3,1,1,1,1,1,0,111,55,0,2220,2220,0,60,20
331,2,5,1,3,1,1,1,1,1,0,130,58,0,2220,2405,0,30,30
331,1,5,1,3,1,1,1,1,1,0,111,58,0,1850,2960,0,60,30
332,2,1,1,3,1,1,4,1,1,0,139,86,0,2220,2405,0,120,20
332,2,1,1,3,1,1,4,1,1,0,126,83,0,2220,2220,0,30,10
332,1,1,1,3,1,1,4,1,1,0,165,90,0,2220,2960,0,60,30
332,1,1,1,3,1,1,4,1,1,0,126,86,0,1850,2960,0,30,20
332,1,1,1,3,1,1,4,1,1,0,165,86,0,1665,2220,0,60,20
332,1,1,1,3,1,1,4,1,1,0,139,83,0,1665,2960,0,120,10
332,1,1,1,3,1,1,4,1,1,0,126,90,0,2220,2960,0,120,10
332,1,1,1,3,1,1,4,1,1,0,126,90,0,1665,2405,0,30,30
332,1,1,1,3,1,1,4,1,1,0,165,83,0,1850,2405,0,60,10
333,2,1,1,3,2,0,1,1,1,0,96,43,0,2220,2405,0,120,20
333,2,1,1,3,2,0,1,1,1,0,88,40,0,2220,2220,0,30,10
333,2,1,1,3,2,0,1,1,1,0,112,47,0,2220,2960,0,60,30
333,1,1,1,3,2,0,1,1,1,0,88,43,0,1850,2960,0,30,20
333,2,1,1,3,2,0,1,1,1,0,112,43,0,1665,2220,0,60,20
333,1,1,1,3,2,0,1,1,1,0,96,40,0,1665,2960,0,120,10
333,2,1,1,3,2,0,1,1,1,0,88,47,0,2220,2960,0,120,10
333,1,1,1,3,2,0,1,1,1,0,88,47,0,1665,2405,0,30,30
333,2,1,1,3,2,0,1,1,1,0,112,40,0,1850,2405,0,60,10
334,2,1,1,3,2,1,1,1,1,0,102,49,0,2220,2405,0,120,20
334,2,1,1,3,2,1,1,1,1,0,95,46,0,2220,2220,0,30,10
334,1,1,1,3,2,1,1,1,1,0,116,53,0,2220,2960,0,60,30
334,1,1,1,3,2,1,1,1,1,0,95,49,0,1850,2960,0,30,20
334,2,1,1,3,2,1,1,1,1,0,116,49,0,1665,2220,0,60,20
334,1,1,1,3,2,1,1,1,1,0,102,46,0,1665,2960,0,120,10
334,1,1,1,3,2,1,1,1,1,0,95,53,0,2220,2960,0,120,10
334,1,1,1,3,2,1,1,1,1,0,95,53,0,1665,2405,0,30,30
334,2,1,1,3,2,1,1,1,1,0,116,46,0,1850,2405,0,60,10
335,2,1,1,3,2,1,1,1,1,1,171,93,100,1850,2220,32,30,10
335,1,1,1,3,2,1,1,1,1,1,171,89,130,1850,2960,52,120,10
335,1,1,1,3,2,1,1,1,1,1,171,86,130,1665,2960,40,30,20
335,1,1,1,3,2,1,1,1,1,1,131,86,80,1665,2960,52,60,30
335,1,1,1,3,2,1,1,1,1,1,144,86,130,1850,2405,32,30,30
335,2,1,1,3,2,1,1,1,1,1,144,89,80,1665,2220,40,30,10
335,2,1,1,3,2,1,1,1,1,1,144,86,80,2220,2220,32,60,20
335,2,1,1,3,2,1,1,1,1,1,171,89,80,2220,2405,52,30,30
335,1,1,1,3,2,1,1,1,1,1,144,89,100,1850,2960,40,60,30
336,2,1,1,3,2,1,1,1,1,0,126,87,0,1850,2220,0,30,10
336,2,1,1,3,2,1,1,1,1,0,126,85,0,1850,2960,0,120,10
336,1,1,1,3,2,1,1,1,1,0,126,83,0,1665,2960,0,30,20
336,2,1,1,3,2,1,1,1,1,0,100,83,0,1665,2960,0,60,30
336,1,1,1,3,2,1,1,1,1,0,109,83,0,1850,2405,0,30,30
336,1,1,1,3,2,1,1,1,1,0,109,85,0,1665,2220,0,30,10
336,2,1,1,3,2,1,1,1,1,0,109,83,0,2220,2220,0,60,20
336,2,1,1,3,2,1,1,1,1,0,126,85,0,2220,2405,0,30,30
336,1,1,1,3,2,1,1,1,1,0,109,85,0,1850,2960,0,60,30
337,1,1,0,3,2,1,1,1,1,0,61,32,0,209,251,0,30,10
337,1,1,0,3,2,1,1,1,1,0,61,28,0,188,334,0,30,20
337,1,1,0,3,2,1,1,1,1,0,61,30,0,209,334,0,120,10
337,1,1,0,3,2,1,1,1,1,0,51,28,0,188,334,0,60,30
337,1,1,0,3,2,1,1,1,1,0,54,28,0,209,272,0,30,30
337,2,1,0,3,2,1,1,1,1,0,54,30,0,188,251,0,30,10
337,2,1,0,3,2,1,1,1,1,0,54,28,0,251,251,0,60,20
337,1,1,0,3,2,1,1,1,1,0,54,30,0,209,334,0,60,30
337,2,1,0,3,2,1,1,1,1,0,61,30,0,251,272,0,30,30
338,2,1,0,3,1,1,4,1,1,0,71,42,0,116,139,0,30,10
338,1,1,0,3,1,1,4,1,1,0,71,38,0,104,186,0,30,20
338,1,1,0,3,1,1,4,1,1,0,71,40,0,116,186,0,120,10
338,1,1,0,3,1,1,4,1,1,0,61,38,0,104,186,0,60,30
338,2,1,0,3,1,1,4,1,1,0,64,38,0,116,151,0,30,30
338,2,1,0,3,1,1,4,1,1,0,64,40,0,104,139,0,30,10
338,2,1,0,3,1,1,4,1,1,0,64,38,0,139,139,0,60,20
338,2,1,0,3,1,1,4,1,1,0,64,40,0,116,186,0,60,30
338,2,1,0,3,1,1,4,1,1,0,71,40,0,139,151,0,30,30
339,2,5,0,3,1,1,1,1,1,0,121,49,0,259,259,0,120,30
339,2,5,0,3,1,1,1,1,1,0,100,52,0,194,259,0,120,30
339,2,5,0,3,1,1,1,1,1,0,121,56,0,194,281,0,120,20
339,2,5,0,3,1,1,1,1,1,0,107,56,0,194,281,0,60,10
339,2,5,0,3,1,1,1,1,1,0,107,56,0,216,259,0,120,30
339,2,5,0,3,1,1,1,1,1,0,100,56,0,216,259,0,60,20
339,1,5,0,3,1,1,1,1,1,0,100,52,0,259,281,0,60,10
339,2,5,0,3,1,1,1,1,1,0,100,49,0,216,281,0,120,20
339,2,5,0,3,1,1,1,1,1,0,107,56,0,259,346,0,30,20
340,2,1,0,3,1,1,1,1,1,0,80,56,0,65,70,0,120,20
340,2,1,0,3,1,1,1,1,1,0,73,54,0,65,65,0,30,10
340,1,1,0,3,1,1,1,1,1,0,94,58,0,65,86,0,60,30
340,1,1,0,3,1,1,1,1,1,0,73,56,0,54,86,0,30,20
340,2,1,0,3,1,1,1,1,1,0,94,56,0,49,65,0,60,20
340,1,1,0,3,1,1,1,1,1,0,80,54,0,49,86,0,120,10
340,1,1,0,3,1,1,1,1,1,0,73,58,0,65,86,0,120,10
340,1,1,0,3,1,1,1,1,1,0,73,58,0,49,70,0,30,30
340,2,1,0,3,1,1,1,1,1,0,94,54,0,54,70,0,60,10
341,3,4,0,3,1,1,1,1,1,1,63,29,45,53,53,30,120,30
341,1,4,0,3,1,1,1,1,1,1,63,33,36,40,57,24,120,20
341,1,4,0,3,1,1,1,1,1,1,51,31,58,40,53,24,120,30
341,1,4,0,3,1,1,1,1,1,1,55,33,58,40,57,39,60,10
341,3,4,0,3,1,1,1,1,1,1,55,33,36,44,53,39,120,30
341,1,4,0,3,1,1,1,1,1,1,51,33,58,44,53,30,60,20
341,3,4,0,3,1,1,1,1,1,1,51,31,45,53,57,24,60,10
341,1,4,0,3,1,1,1,1,1,1,55,33,45,53,70,39,30,20
341,1,4,0,3,1,1,1,1,1,1,51,29,45,44,57,39,120,20
342,2,3,0,3,1,0,3,1,1,1,237,82,140,106,112,85,120,30
342,2,3,0,3,1,0,3,1,1,1,237,96,112,79,97,68,120,20
342,2,3,0,3,1,0,3,1,1,1,183,88,182,79,90,68,120,30
342,2,3,0,3,1,0,3,1,1,1,201,96,182,79,97,110,60,10
342,2,3,0,3,1,0,3,1,1,1,201,96,112,88,97,110,120,30
342,2,3,0,3,1,0,3,1,1,1,183,88,140,106,118,68,60,10
342,2,3,0,3,1,0,3,1,1,1,183,96,182,88,97,85,60,20
342,2,3,0,3,1,0,3,1,1,1,201,96,140,106,137,110,30,20
342,2,3,0,3,1,0,3,1,1,1,183,82,140,88,105,110,120,20
343,2,5,0,3,1,0,3,1,1,1,125,50,70,64,68,40,120,30
343,2,5,0,3,1,0,3,1,1,1,100,53,91,48,54,32,120,30
343,2,5,0,3,1,0,3,1,1,1,125,57,56,48,56,32,120,20
343,2,5,0,3,1,0,3,1,1,1,108,57,91,48,56,52,60,10
343,2,5,0,3,1,0,3,1,1,1,108,57,56,53,58,52,120,30
343,2,5,0,3,1,0,3,1,1,1,100,57,91,53,58,40,60,20
343,2,5,0,3,1,0,3,1,1,1,100,53,70,64,71,32,60,10
343,2,5,0,3,1,0,3,1,1,1,100,50,70,53,60,52,120,20
343,1,5,0,3,1,0,3,1,1,1,108,57,70,64,81,52,30,20
344,2,2,0,3,1,1,2,1,1,1,175,95,60,55,65,35,120,30
