ID,CHOICE,AV_TRAIN,AV_SM,AV_CAR,TRAIN_ASC_1,TRAIN_TT_1,TRAIN_CO_1,SM_ASC_1,SM_TT_1,SM_CO_1,CAR_TT_1,CAR_CO_1
549,3,1,1,1,1.000,1.367,0.250,1.000,0.567,0.380,0.933,0.320
549,2,1,1,1,1.000,1.717,0.220,1.000,0.567,0.260,1.167,0.520
549,2,1,1,1,1.000,1.483,0.220,1.000,0.517,0.340,1.167,0.320
549,3,1,1,1,1.000,1.367,0.300,1.000,0.633,0.430,0.933,0.400
549,2,1,1,1,1.000,1.367,0.220,1.000,0.633,0.280,1.167,0.400
549,2,1,1,1,1.000,1.717,0.250,1.000,0.517,0.320,0.933,0.400
705,2,1,1,1,1.000,1.767,0.600,1.000,0.683,0.710,1.500,0.480
705,2,1,1,1,1.000,1.767,0.600,1.000,0.617,0.840,1.950,0.780
705,2,1,1,1,1.000,1.767,0.540,1.000,0.567,0.780,1.950,0.600
705,1,1,1,1,1.000,1.417,0.540,1.000,0.567,0.780,1.200,0.780
705,2,1,1,1,1.000,1.533,0.600,1.000,0.567,0.740,1.950,0.480
705,2,1,1,1,1.000,1.533,0.540,1.000,0.617,0.650,1.200,0.600
705,3,1,1,1,1.000,1.533,0.720,1.000,0.567,0.780,1.200,0.480
705,2,1,1,1,1.000,1.767,0.720,1.000,0.617,0.840,1.200,0.780
705,1,1,1,1,1.000,1.533,0.600,1.000,0.617,0.840,1.500,0.600
73,2,1,1,0,1.000,1.517,0.460,1.000,0.633,0.580,0.000,0.000
73,2,1,1,0,1.000,1.383,0.460,1.000,0.583,0.540,0.000,0.000
73,2,1,1,0,1.000,1.800,0.460,1.000,0.700,0.680,0.000,0.000
73,2,1,1,0,1.000,1.383,0.380,1.000,0.633,0.600,0.000,0.000
73,2,1,1,0,1.000,1.800,0.340,1.000,0.633,0.420,0.000,0.000
73,2,1,1,0,1.000,1.517,0.340,1.000,0.583,0.540,0.000,0.000
73,2,1,1,0,1.000,1.383,0.460,1.000,0.700,0.680,0.000,0.000
73,2,1,1,0,1.000,1.383,0.340,1.000,0.700,0.440,0.000,0.000
73,2,1,1,0,1.000,1.800,0.380,1.000,0.583,0.500,0.000,0.000
19,3,1,1,1,1.000,3.533,0.260,1.000,2.017,0.270,20.000,0.100
19,1,1,1,1,1.000,2.950,0.200,1.000,2.133,0.230,26.000,0.130
19,3,1,1,1,1.000,2.650,0.200,1.000,2.067,0.220,26.000,0.080
19,3,1,1,1,1.000,3.533,0.200,1.000,2.133,0.230,16.000,0.080
19,1,1,1,1,1.000,2.950,0.220,1.000,2.133,0.240,16.000,0.130
19,1,1,1,1,1.000,2.650,0.220,1.000,2.133,0.240,26.000,0.100
19,2,1,1,1,1.000,2.650,0.260,1.000,2.067,0.280,20.000,0.080
19,2,1,1,1,1.000,2.650,0.220,1.000,2.017,0.250,20.000,0.130
19,1,1,1,1,1.000,2.950,0.260,1.000,2.133,0.310,20.000,0.130
927,2,1,1,1,1.000,1.767,1.190,1.000,0.683,1.420,1.500,0.480
927,2,1,1,1,1.000,1.767,1.190,1.000,0.617,1.670,1.950,0.780
927,2,1,1,1,1.000,1.767,1.070,1.000,0.567,1.550,1.950,0.600
927,3,1,1,1,1.000,1.417,1.070,1.000,0.567,1.550,1.200,0.780
927,2,1,1,1,1.000,1.533,1.190,1.000,0.567,1.470,1.950,0.480
927,3,1,1,1,1.000,1.533,1.070,1.000,0.617,1.300,1.200,0.600
927,3,1,1,1,1.000,1.533,1.430,1.000,0.567,1.550,1.200,0.480
927,3,1,1,1,1.000,1.767,1.430,1.000,0.617,1.670,1.200,0.780
927,2,1,1,1,1.000,1.533,1.190,1.000,0.617,1.670,1.500,0.600
601,3,1,1,1,1.000,2.483,1.080,1.000,1.567,1.140,2.383,0.650
601,2,1,1,1,1.000,2.233,1.080,1.000,1.517,1.110,2.383,0.840
601,3,1,1,1,1.000,2.983,1.080,1.000,1.633,1.280,2.383,0.520
601,3,1,1,1,1.000,2.233,0.900,1.000,1.567,1.140,1.467,0.520
601,2,1,1,1,1.000,2.983,0.810,1.000,1.567,0.910,1.833,0.840
601,3,1,1,1,1.000,2.483,0.810,1.000,1.517,1.060,1.833,0.520
601,3,1,1,1,1.000,2.233,1.080,1.000,1.633,1.280,1.467,0.650
601,3,1,1,1,1.000,2.233,0.810,1.000,1.633,0.950,1.833,0.650
601,3,1,1,1,1.000,2.983,0.900,1.000,1.517,0.990,1.467,0.650
985,2,1,1,1,1.000,4.167,0.550,1.000,2.617,0.570,2.000,0.700
985,1,1,1,1,1.000,3.217,0.410,1.000,2.667,0.480,2.600,0.560
985,2,1,1,1,1.000,4.167,0.410,1.000,2.733,0.490,1.600,0.560
985,2,1,1,1,1.000,3.533,0.410,1.000,2.733,0.490,2.600,0.910
985,2,1,1,1,1.000,3.533,0.460,1.000,2.733,0.500,1.600,0.910
985,2,1,1,1,1.000,3.217,0.460,1.000,2.733,0.500,2.600,0.700
985,3,1,1,1,1.000,3.217,0.550,1.000,2.667,0.620,2.000,0.560
985,2,1,1,1,1.000,3.217,0.460,1.000,2.617,0.530,2.000,0.910
985,2,1,1,1,1.000,3.533,0.550,1.000,2.733,0.660,2.000,0.910
364,2,1,1,0,1.000,2.267,1.630,1.000,0.567,1.690,0.000,0.000
364,2,1,1,0,1.000,1.733,1.220,1.000,0.650,1.420,0.000,0.000
364,2,1,1,0,1.000,2.267,1.220,1.000,0.750,1.470,0.000,0.000
364,2,1,1,0,1.000,1.917,1.220,1.000,0.750,1.470,0.000,0.000
364,2,1,1,0,1.000,1.917,1.360,1.000,0.750,1.530,0.000,0.000
364,2,1,1,0,1.000,1.733,1.360,1.000,0.750,1.530,0.000,0.000
364,2,1,1,0,1.000,1.733,1.630,1.000,0.650,1.810,0.000,0.000
364,2,1,1,0,1.000,1.733,1.360,1.000,0.567,1.550,0.000,0.000
364,1,1,1,0,1.000,1.917,1.630,1.000,0.750,2.100,0.000,0.000
423,2,1,1,0,1.000,4.300,0.770,1.000,2.150,0.880,0.000,0.000
423,2,1,1,0,1.000,3.917,0.770,1.000,2.017,0.820,0.000,0.000
423,2,1,1,0,1.000,5.083,0.770,1.000,2.317,1.050,0.000,0.000
423,2,1,1,0,1.000,3.917,0.640,1.000,2.150,0.880,0.000,0.000
423,2,1,1,0,1.000,5.083,0.580,1.000,2.150,0.660,0.000,0.000
423,2,1,1,0,1.000,4.300,0.580,1.000,2.017,0.820,0.000,0.000
423,2,1,1,0,1.000,3.917,0.770,1.000,2.317,1.050,0.000,0.000
423,2,1,1,0,1.000,3.917,0.580,1.000,2.317,0.720,0.000,0.000
423,2,1,1,0,1.000,5.083,0.640,1.000,2.017,0.780,0.000,0.000
945,2,1,1,1,1.000,3.183,0.640,1.000,1.383,0.720,3.683,0.900
945,2,1,1,1,1.000,2.883,0.640,1.000,1.283,0.700,3.683,1.170
945,3,1,1,1,1.000,3.783,0.640,1.000,1.517,0.820,3.683,0.720
945,2,1,1,1,1.000,2.883,0.530,1.000,1.383,0.720,2.267,0.720
945,2,1,1,1,1.000,3.783,0.480,1.000,1.383,0.560,2.833,1.170
945,2,1,1,1,1.000,3.183,0.480,1.000,1.283,0.660,2.833,0.720
945,3,1,1,1,1.000,2.883,0.640,1.000,1.517,0.820,2.267,0.900
945,2,1,1,1,1.000,2.883,0.480,1.000,1.517,0.580,2.833,0.900
945,2,1,1,1,1.000,3.783,0.530,1.000,1.283,0.640,2.267,0.900
769,2,1,1,1,1.000,2.700,0.940,1.000,1.433,1.050,3.250,1.150
769,2,1,1,1,1.000,2.467,0.940,1.000,1.350,0.970,3.250,1.490
769,2,1,1,1,1.000,3.183,0.940,1.000,1.533,1.120,3.250,0.920
769,3,1,1,1,1.000,2.467,0.780,1.000,1.433,0.990,2.000,0.920
769,2,1,1,1,1.000,3.183,0.700,1.000,1.433,0.810,2.500,1.490
769,2,1,1,1,1.000,2.700,0.700,1.000,1.350,0.920,2.500,0.920
769,3,1,1,1,1.000,2.467,0.940,1.000,1.533,1.120,2.000,1.150
769,2,1,1,1,1.000,2.467,0.700,1.000,1.533,0.840,2.500,1.150
769,2,1,1,1,1.000,3.183,0.780,1.000,1.350,0.900,2.000,1.150
333,2,1,1,0,1.000,1.600,22.200,1.000,0.717,24.050,0.000,0.000
333,2,1,1,0,1.000,1.467,22.200,1.000,0.667,22.200,0.000,0.000
333,2,1,1,0,1.000,1.867,22.200,1.000,0.783,29.600,0.000,0.000
333,1,1,1,0,1.000,1.467,18.500,1.000,0.717,29.600,0.000,0.000
333,2,1,1,0,1.000,1.867,16.650,1.000,0.717,22.200,0.000,0.000
333,1,1,1,0,1.000,1.600,16.650,1.000,0.667,29.600,0.000,0.000
333,2,1,1,0,1.000,1.467,22.200,1.000,0.783,29.600,0.000,0.000
333,1,1,1,0,1.000,1.467,16.650,1.000,0.783,24.050,0.000,0.000
333,2,1,1,0,1.000,1.867,18.500,1.000,0.667,24.050,0.000,0.000
822,3,1,1,1,1.000,1.967,0.560,1.000,1.167,0.780,1.667,0.480
822,3,1,1,1,1.000,1.967,0.560,1.000,1.100,0.920,2.167,0.780
822,3,1,1,1,1.000,1.967,0.500,1.000,1.050,0.840,2.167,0.600
822,3,1,1,1,1.000,1.517,0.500,1.000,1.050,0.840,1.333,0.780
822,3,1,1,1,1.000,1.667,0.560,1.000,1.050,0.840,2.167,0.480
822,3,1,1,1,1.000,1.667,0.500,1.000,1.100,0.740,1.333,0.600
822,3,1,1,1,1.000,1.667,0.670,1.000,1.050,0.880,1.333,0.480
822,3,1,1,1,1.000,1.967,0.670,1.000,1.100,0.920,1.333,0.780
822,3,1,1,1,1.000,1.667,0.560,1.000,1.100,0.920,1.667,0.600
852,3,1,1,1,1.000,1.767,1.190,1.000,0.683,1.420,1.333,0.440
852,2,1,1,1,1.000,1.767,1.190,1.000,0.617,1.670,1.733,0.710
852,2,1,1,1,1.000,1.767,1.070,1.000,0.567,1.550,1.733,0.550
852,3,1,1,1,1.000,1.417,1.070,1.000,0.567,1.550,1.067,0.710
852,2,1,1,1,1.000,1.533,1.190,1.000,0.567,1.470,1.733,0.440
852,3,1,1,1,1.000,1.533,1.070,1.000,0.617,1.300,1.067,0.550
852,3,1,1,1,1.000,1.533,1.430,1.000,0.567,1.550,1.067,0.440
852,3,1,1,1,1.000,1.767,1.430,1.000,0.617,1.670,1.067,0.710
852,3,1,1,1,1.000,1.533,1.190,1.000,0.617,1.670,1.333,0.550
453,2,1,1,1,1.000,3.333,0.740,1.000,1.183,0.820,5.417,1.600
453,2,1,1,1,1.000,3.033,0.740,1.000,1.050,0.780,5.417,2.080
453,2,1,1,1,1.000,3.933,0.740,1.000,1.350,0.990,5.417,1.280
453,2,1,1,1,1.000,3.033,0.620,1.000,1.183,0.860,3.333,1.280
453,2,1,1,1,1.000,3.933,0.560,1.000,1.183,0.640,4.167,2.080
453,2,1,1,1,1.000,3.333,0.560,1.000,1.050,0.780,4.167,1.280
453,2,1,1,1,1.000,3.033,0.740,1.000,1.350,0.990,3.333,1.600
453,2,1,1,1,1.000,3.033,0.560,1.000,1.350,0.660,4.167,1.600
453,2,1,1,1,1.000,3.933,0.620,1.000,1.050,0.720,3.333,1.600
58,2,1,1,1,1.000,1.533,1.790,1.000,0.567,2.150,1.000,0.240
58,1,1,1,1,1.000,1.533,1.790,1.000,0.517,2.860,1.300,0.390
58,1,1,1,1,1.000,1.533,1.610,1.000,0.483,2.860,1.300,0.300
58,1,1,1,1,1.000,1.233,1.610,1.000,0.483,2.860,0.800,0.390
58,1,1,1,1,1.000,1.333,1.790,1.000,0.483,2.330,1.300,0.240
58,1,1,1,1,1.000,1.333,1.610,1.000,0.517,2.150,0.800,0.300
58,2,1,1,1,1.000,1.333,2.150,1.000,0.483,2.150,0.800,0.240
58,2,1,1,1,1.000,1.533,2.150,1.000,0.517,2.330,0.800,0.390
58,1,1,1,1,1.000,1.333,1.790,1.000,0.517,2.860,1.000,0.300
625,2,1,1,1,1.000,4.250,1.300,1.000,1.667,1.390,3.333,1.200
625,2,1,1,1,1.000,3.233,0.970,1.000,1.767,1.140,4.333,0.960
625,3,1,1,1,1.000,4.250,0.970,1.000,1.900,1.230,2.667,0.960
625,2,1,1,1,1.000,3.567,0.970,1.000,1.900,1.230,4.333,1.560
625,3,1,1,1,1.000,3.567,1.080,1.000,1.900,1.230,2.667,1.560
625,2,1,1,1,1.000,3.233,1.080,1.000,1.900,1.230,4.333,1.200
625,3,1,1,1,1.000,3.233,1.300,1.000,1.767,1.490,3.333,0.960
625,2,1,1,1,1.000,3.233,1.080,1.000,1.667,1.280,3.333,1.560
625,2,1,1,1,1.000,3.567,1.300,1.000,1.900,1.720,3.333,1.560
5,2,1,1,0,1.000,4.483,0.700,1.000,3.600,0.720,0.000,0.000
5,2,1,1,0,1.000,4.050,0.700,1.000,3.550,0.700,0.000,0.000
5,2,1,1,0,1.000,5.333,0.700,1.000,3.667,0.740,0.000,0.000
5,2,1,1,0,1.000,4.050,0.580,1.000,3.600,0.660,0.000,0.000
5,2,1,1,0,1.000,5.333,0.520,1.000,3.600,0.570,0.000,0.000
5,2,1,1,0,1.000,4.483,0.520,1.000,3.550,0.620,0.000,0.000
5,2,1,1,0,1.000,4.050,0.700,1.000,3.667,0.740,0.000,0.000
5,2,1,1,0,1.000,4.050,0.520,1.000,3.667,0.570,0.000,0.000
5,2,1,1,0,1.000,5.333,0.580,1.000,3.550,0.640,0.000,0.000
467,2,1,1,1,1.000,1.983,0.910,1.000,1.067,1.030,2.167,0.700
467,2,1,1,1,1.000,1.800,0.910,1.000,1.017,0.980,2.167,0.910
467,3,1,1,1,1.000,2.350,0.910,1.000,1.133,1.160,2.167,0.560
467,3,1,1,1,1.000,1.800,0.760,1.000,1.067,1.030,1.333,0.560
467,2,1,1,1,1.000,2.350,0.680,1.000,1.067,0.800,1.667,0.910
467,3,1,1,1,1.000,1.983,0.680,1.000,1.017,0.950,1.667,0.560
467,3,1,1,1,1.000,1.800,0.910,1.000,1.133,1.160,1.333,0.700
467,2,1,1,1,1.000,1.800,0.680,1.000,1.133,0.860,1.667,0.700
467,2,1,1,1,1.000,2.350,0.760,1.000,1.017,0.910,1.333,0.700
838,3,1,1,1,1.000,3.217,1.760,1.000,1.067,1.940,3.333,1.040
838,2,1,1,1,1.000,3.217,1.760,1.000,0.933,2.450,4.333,1.690
838,2,1,1,1,1.000,3.217,1.580,1.000,0.833,2.250,4.333,1.300
838,2,1,1,1,1.000,2.500,1.580,1.000,0.833,2.250,2.667,1.690
838,2,1,1,1,1.000,2.733,1.760,1.000,0.833,2.100,4.333,1.040
838,2,1,1,1,1.000,2.733,1.580,1.000,0.933,1.810,2.667,1.300
838,2,1,1,1,1.000,2.733,2.110,1.000,0.833,2.250,2.667,1.040
838,2,1,1,1,1.000,3.217,2.110,1.000,0.933,2.370,2.667,1.690
838,2,1,1,1,1.000,2.733,1.760,1.000,0.933,2.450,3.333,1.300
667,2,1,1,1,1.000,4.300,1.130,1.000,1.700,1.220,2.833,1.300
667,2,1,1,1,1.000,3.250,0.850,1.000,1.800,0.990,3.683,1.040
667,3,1,1,1,1.000,4.300,0.850,1.000,1.933,1.050,2.267,1.040
667,2,1,1,1,1.000,3.600,0.850,1.000,1.933,1.050,3.683,1.690
667,3,1,1,1,1.000,3.600,0.940,1.000,1.933,1.090,2.267,1.690
667,2,1,1,1,1.000,3.250,0.940,1.000,1.933,1.090,3.683,1.300
667,2,1,1,1,1.000,3.250,1.130,1.000,1.800,1.270,2.833,1.040
667,2,1,1,1,1.000,3.250,0.940,1.000,1.700,1.120,2.833,1.690
667,2,1,1,1,1.000,3.600,1.130,1.000,1.933,1.500,2.833,1.690
925,3,1,1,1,1.000,3.750,1.690,1.000,2.650,1.840,2.500,0.680
925,3,1,1,1,1.000,3.750,1.690,1.000,2.583,2.180,3.250,1.100
925,3,1,1,1,1.000,3.750,1.520,1.000,2.533,1.980,3.250,0.850
925,3,1,1,1,1.000,3.017,1.520,1.000,2.533,1.980,2.000,1.100
925,3,1,1,1,1.000,3.267,1.690,1.000,2.533,1.940,3.250,0.680
925,3,1,1,1,1.000,3.267,1.520,1.000,2.583,1.690,2.000,0.850
925,3,1,1,1,1.000,3.267,2.030,1.000,2.533,2.100,2.000,0.680
925,3,1,1,1,1.000,3.750,2.030,1.000,2.583,2.180,2.000,1.100
925,3,1,1,1,1.000,3.267,1.690,1.000,2.583,2.180,2.500,0.850
1154,3,1,1,1,1.000,3.933,2.520,1.000,1.050,2.660,3.167,1.050
1154,2,1,1,1,1.000,3.033,1.890,1.000,1.183,2.180,4.117,0.840
1154,3,1,1,1,1.000,3.933,1.890,1.000,1.350,2.250,2.533,0.840
1154,2,1,1,1,1.000,3.333,1.890,1.000,1.350,2.250,4.117,1.360
1154,3,1,1,1,1.000,3.333,2.100,1.000,1.350,2.370,2.533,1.360
1154,2,1,1,1,1.000,3.033,2.100,1.000,1.350,2.370,4.117,1.050
1154,3,1,1,1,1.000,3.033,2.520,1.000,1.183,2.810,3.167,0.840
1154,2,1,1,1,1.000,3.033,2.100,1.000,1.050,2.450,3.167,1.360
1154,3,1,1,1,1.000,3.333,2.520,1.000,1.350,3.370,3.167,1.360
863,2,1,1,1,1.000,2.417,1.840,1.000,1.550,1.940,3.033,0.750
863,2,1,1,1,1.000,2.183,1.840,1.000,1.500,1.840,3.033,0.970
863,2,1,1,1,1.000,2.867,1.840,1.000,1.617,2.180,3.033,0.600
863,3,1,1,1,1.000,2.183,1.530,1.000,1.550,1.890,1.867,0.600
863,2,1,1,1,1.000,2.867,1.380,1.000,1.550,1.550,2.333,0.970
863,2,1,1,1,1.000,2.417,1.380,1.000,1.500,1.810,2.333,0.600
863,3,1,1,1,1.000,2.183,1.840,1.000,1.617,2.180,1.867,0.750
863,2,1,1,1,1.000,2.183,1.380,1.000,1.617,1.620,2.333,0.750
863,3,1,1,1,1.000,2.867,1.530,1.000,1.500,1.690,1.867,0.750
958,3,1,1,1,1.000,3.333,0.550,1.000,2.417,0.620,2.383,0.750
958,1,1,1,1,1.000,3.067,0.550,1.000,2.367,0.570,2.383,0.970
958,3,1,1,1,1.000,3.883,0.550,1.000,2.483,0.660,2.383,0.600
958,3,1,1,1,1.000,3.067,0.460,1.000,2.417,0.580,1.467,0.600
958,3,1,1,1,1.000,3.883,0.410,1.000,2.417,0.480,1.833,0.970
958,3,1,1,1,1.000,3.333,0.410,1.000,2.367,0.540,1.833,0.600
958,3,1,1,1,1.000,3.067,0.550,1.000,2.483,0.660,1.467,0.750
958,3,1,1,1,1.000,3.067,0.410,1.000,2.483,0.490,1.833,0.750
958,3,1,1,1,1.000,3.883,0.460,1.000,2.367,0.530,1.467,0.750
329,1,1,1,0,1.000,3.367,18.500,1.000,2.100,22.200,0.000,0.000
329,1,1,1,0,1.000,3.367,18.500,1.000,2.033,29.600,0.000,0.000
329,1,1,1,0,1.000,3.367,16.650,1.000,1.983,29.600,0.000,0.000
329,1,1,1,0,1.000,2.650,16.650,1.000,1.983,29.600,0.000,0.000
329,1,1,1,0,1.000,2.883,18.500,1.000,1.983,24.050,0.000,0.000
329,1,1,1,0,1.000,2.883,16.650,1.000,2.033,22.200,0.000,0.000
329,2,1,1,0,1.000,2.883,22.200,1.000,1.983,22.200,0.000,0.000
329,1,1,1,0,1.000,3.367,22.200,1.000,2.033,24.050,0.000,0.000
329,1,1,1,0,1.000,2.883,18.500,1.000,2.033,29.600,0.000,0.000
165,2,1,1,0,1.000,2.133,22.200,1.000,0.933,22.200,0.000,0.000
165,1,1,1,0,1.000,1.783,16.650,1.000,0.983,22.200,0.000,0.000
165,1,1,1,0,1.000,2.133,16.650,1.000,1.050,24.050,0.000,0.000
165,1,1,1,0,1.000,1.900,16.650,1.000,1.050,24.050,0.000,0.000
165,1,1,1,0,1.000,1.900,18.500,1.000,1.050,22.200,0.000,0.000
165,1,1,1,0,1.000,1.783,18.500,1.000,1.050,22.200,0.000,0.000
165,1,1,1,0,1.000,1.783,22.200,1.000,0.983,24.050,0.000,0.000
165,1,1,1,0,1.000,1.783,18.500,1.000,0.933,24.050,0.000,0.000
165,1,1,1,0,1.000,1.900,22.200,1.000,1.050,29.600,0.000,0.000
454,2,1,1,1,1.000,3.217,0.620,1.000,0.833,0.660,3.333,1.150
454,2,1,1,1,1.000,2.500,0.470,1.000,0.933,0.530,4.333,0.920
454,3,1,1,1,1.000,3.217,0.470,1.000,1.067,0.570,2.667,0.920
454,3,1,1,1,1.000,2.733,0.470,1.000,1.067,0.570,4.333,1.490
454,3,1,1,1,1.000,2.733,0.520,1.000,1.067,0.570,2.667,1.490
454,3,1,1,1,1.000,2.500,0.520,1.000,1.067,0.570,4.333,1.150
454,2,1,1,1,1.000,2.500,0.620,1.000,0.933,0.700,3.333,0.920
454,2,1,1,1,1.000,2.500,0.520,1.000,0.833,0.620,3.333,1.490
454,3,1,1,1,1.000,2.733,0.620,1.000,1.067,0.820,3.333,1.490
621,2,1,1,1,1.000,1.933,0.740,1.000,0.667,0.800,1.333,0.550
621,2,1,1,1,1.000,1.483,0.560,1.000,0.717,0.630,1.733,0.440
621,2,1,1,1,1.000,1.933,0.560,1.000,0.783,0.650,1.067,0.440
621,2,1,1,1,1.000,1.633,0.560,1.000,0.783,0.650,1.733,0.710
621,2,1,1,1,1.000,1.633,0.620,1.000,0.783,0.680,1.067,0.710
621,2,1,1,1,1.000,1.483,0.620,1.000,0.783,0.680,1.733,0.550
621,2,1,1,1,1.000,1.483,0.740,1.000,0.717,0.830,1.333,0.440
621,2,1,1,1,1.000,1.483,0.620,1.000,0.667,0.710,1.333,0.710
621,2,1,1,1,1.000,1.633,0.740,1.000,0.783,0.950,1.333,0.710
375,1,1,1,1,1.000,1.767,50.400,1.000,0.550,50.400,1.333,0.550
375,1,1,1,1,1.000,1.383,37.800,1.000,0.600,50.400,1.733,0.440
375,1,1,1,1,1.000,1.767,37.800,1.000,0.667,54.600,1.067,0.440
375,1,1,1,1,1.000,1.517,37.800,1.000,0.667,54.600,1.733,0.710
375,1,1,1,1,1.000,1.517,42.000,1.000,0.667,50.400,1.067,0.710
375,1,1,1,1,1.000,1.383,42.000,1.000,0.667,50.400,1.733,0.550
375,1,1,1,1,1.000,1.383,50.400,1.000,0.600,54.600,1.333,0.440
375,1,1,1,1,1.000,1.383,42.000,1.000,0.550,54.600,1.333,0.710
375,1,1,1,1,1.000,1.517,50.400,1.000,0.667,67.200,1.333,0.710
307,2,1,1,0,1.000,1.350,31.200,1.000,0.433,33.800,0.000,0.000
307,2,1,1,0,1.000,1.217,31.200,1.000,0.383,31.200,0.000,0.000
307,2,1,1,0,1.000,1.600,31.200,1.000,0.500,41.600,0.000,0.000
307,1,1,1,0,1.000,1.217,26.000,1.000,0.433,41.600,0.000,0.000
307,2,1,1,0,1.000,1.600,23.400,1.000,0.433,31.200,0.000,0.000
307,2,1,1,0,1.000,1.350,23.400,1.000,0.383,41.600,0.000,0.000
307,2,1,1,0,1.000,1.217,31.200,1.000,0.500,41.600,0.000,0.000
307,2,1,1,0,1.000,1.217,23.400,1.000,0.500,33.800,0.000,0.000
307,2,1,1,0,1.000,1.600,26.000,1.000,0.383,33.800,0.000,0.000
845,3,1,1,1,1.000,3.583,1.810,1.000,2.167,1.940,2.500,0.800
845,2,1,1,1,1.000,3.583,1.810,1.000,2.100,2.180,3.250,1.300
845,3,1,1,1,1.000,3.583,1.630,1.000,2.050,2.100,3.250,1.000
845,2,1,1,1,1.000,2.733,1.630,1.000,2.050,2.100,2.000,1.300
845,2,1,1,1,1.000,3.017,1.810,1.000,2.050,1.980,3.250,0.800
845,2,1,1,1,1.000,3.017,1.630,1.000,2.100,1.810,2.000,1.000
845,3,1,1,1,1.000,3.017,2.170,1.000,2.050,2.180,2.000,0.800
845,3,1,1,1,1.000,3.583,2.170,1.000,2.100,2.250,2.000,1.300
845,3,1,1,1,1.000,3.017,1.810,1.000,2.100,2.180,2.500,1.000
1093,3,1,1,1,1.000,2.733,1.240,1.000,0.933,1.390,3.683,0.850
1093,2,1,1,1,1.000,2.500,1.240,1.000,0.833,1.320,3.683,1.100
1093,3,1,1,1,1.000,3.217,1.240,1.000,1.067,1.650,3.683,0.680
1093,3,1,1,1,1.000,2.500,1.030,1.000,0.933,1.440,2.267,0.680
1093,2,1,1,1,1.000,3.217,0.930,1.000,0.933,1.060,2.833,1.100
1093,3,1,1,1,1.000,2.733,0.930,1.000,0.833,1.320,2.833,0.680
1093,3,1,1,1,1.000,2.500,1.240,1.000,1.067,1.650,2.267,0.850
1093,2,1,1,1,1.000,2.500,0.930,1.000,1.067,1.140,2.833,0.850
1093,3,1,1,1,1.000,3.217,1.030,1.000,0.833,1.230,2.267,0.850
76,2,1,1,0,1.000,1.033,0.760,1.000,0.717,1.160,0.000,0.000
76,2,1,1,0,1.000,0.950,0.760,1.000,0.683,1.080,0.000,0.000
76,1,1,1,0,1.000,1.200,0.760,1.000,0.767,1.360,0.000,0.000
76,2,1,1,0,1.000,0.950,0.630,1.000,0.717,1.160,0.000,0.000
76,2,1,1,0,1.000,1.200,0.570,1.000,0.717,0.820,0.000,0.000
76,2,1,1,0,1.000,1.033,0.570,1.000,0.683,1.060,0.000,0.000
76,2,1,1,0,1.000,0.950,0.760,1.000,0.767,1.360,0.000,0.000
76,2,1,1,0,1.000,0.950,0.570,1.000,0.767,0.890,0.000,0.000
76,2,1,1,0,1.000,1.200,0.630,1.000,0.683,0.970,0.000,0.000
536,3,1,1,1,1.000,2.033,1.450,1.000,1.117,1.620,2.383,0.900
536,2,1,1,1,1.000,1.867,1.450,1.000,1.067,1.550,2.383,1.170
536,3,1,1,1,1.000,2.350,1.450,1.000,1.183,1.760,2.383,0.720
536,3,1,1,1,1.000,1.867,1.210,1.000,1.117,1.550,1.467,0.720
536,2,1,1,1,1.000,2.350,1.090,1.000,1.117,1.300,1.833,1.170
536,3,1,1,1,1.000,2.033,1.090,1.000,1.067,1.470,1.833,0.720
536,3,1,1,1,1.000,1.867,1.450,1.000,1.183,1.760,1.467,0.900
536,3,1,1,1,1.000,1.867,1.090,1.000,1.183,1.300,1.833,0.900
536,3,1,1,1,1.000,2.350,1.210,1.000,1.067,1.420,1.467,0.900
29,1,1,1,1,1.000,1.833,0.600,1.000,0.917,0.650,1.517,0.800
29,2,1,1,1,1.000,1.717,0.600,1.000,0.867,0.600,1.517,1.040
29,1,1,1,1,1.000,2.067,0.600,1.000,0.983,0.800,1.517,0.640
29,1,1,1,1,1.000,1.717,0.500,1.000,0.917,0.800,0.933,0.640
29,1,1,1,1,1.000,2.067,0.450,1.000,0.917,0.600,1.167,1.040
29,2,1,1,1,1.000,1.833,0.450,1.000,0.867,0.800,1.167,0.640
29,2,1,1,1,1.000,1.717,0.600,1.000,0.983,0.800,0.933,0.800
29,1,1,1,1,1.000,1.717,0.450,1.000,0.983,0.650,1.167,0.800
29,2,1,1,1,1.000,2.067,0.500,1.000,0.867,0.650,0.933,0.800
837,2,1,1,1,1.000,3.217,2.110,1.000,0.833,2.250,2.833,0.950
837,2,1,1,1,1.000,2.500,1.580,1.000,0.933,1.810,3.683,0.760
837,3,1,1,1,1.000,3.217,1.580,1.000,1.067,1.940,2.267,0.760
837,2,1,1,1,1.000,2.733,1.580,1.000,1.067,1.940,3.683,1.230
837,3,1,1,1,1.000,2.733,1.760,1.000,1.067,1.940,2.267,1.230
837,2,1,1,1,1.000,2.500,1.760,1.000,1.067,1.940,3.683,0.950
837,3,1,1,1,1.000,2.500,2.110,1.000,0.933,2.370,2.833,0.760
837,2,1,1,1,1.000,2.500,1.760,1.000,0.833,2.100,2.833,1.230
837,3,1,1,1,1.000,2.733,2.110,1.000,1.067,2.810,2.833,1.230
