ID,CHOICE,AV_TRAIN,AV_SM,AV_CAR,logt(TRAIN_TT) x ga_1,TRAIN_ASC_1,logt(TRAIN_CO)_1,logt(TRAIN_CO)_1,logt(TRAIN_CO) x purpose_1,logt(TRAIN_CO) x purpose_2,logt(TRAIN_CO) x ga_1,TRAIN_CO_1,logt(TRAIN_CO) x age_1,logt(TRAIN_CO) x age_2,logt(TRAIN_CO) x age_3,logt(TRAIN_CO) x age_4,TRAIN_CO x purpose_1,TRAIN_CO x purpose_2,logt(TRAIN_HE)_1,logt(SM_CO) x ga_1,logt(SM_CO) x purpose_1,logt(SM_CO) x purpose_2,logt(SM_CO)_1,logt(SM_TT)_1,SM_CO_1,SM_ASC x age_1,SM_ASC x age_2,SM_ASC x age_3,SM_ASC x age_4,SM_CO x purpose_1,SM_CO x purpose_2,logt(CAR_CO)_1,CAR_TT x ga_1,logt(CAR_TT) x purpose_1,logt(CAR_TT) x purpose_2,logt(CAR_CO) x age_1,logt(CAR_CO) x age_2,logt(CAR_CO) x age_3,logt(CAR_CO) x age_4,CAR_CO x purpose_1,CAR_CO x purpose_2,CAR_TT x age_1,CAR_TT x age_2,CAR_TT x age_3,CAR_TT x age_4
121,2,1,1,1,0.765,1.000,0.095,0.095,0.000,0.095,0.095,0.100,0.000,0.000,0.000,0.095,0.000,0.100,0.405,0.148,0.000,0.148,0.148,0.588,0.160,0.000,0.000,0.000,1.000,0.000,0.160,0.392,0.533,0.000,0.427,0.000,0.000,0.000,0.392,0.000,0.480,0.000,0.000,0.000,0.533
121,2,1,1,1,0.840,1.000,0.086,0.086,0.000,0.086,0.086,0.090,0.000,0.000,0.000,0.086,0.000,0.090,0.693,0.104,0.000,0.104,0.104,0.588,0.110,0.000,0.000,0.000,1.000,0.000,0.110,0.577,0.667,0.000,0.511,0.000,0.000,0.000,0.577,0.000,0.780,0.000,0.000,0.000,0.667
121,2,1,1,1,0.765,1.000,0.113,0.113,0.000,0.113,0.113,0.120,0.000,0.000,0.000,0.113,0.000,0.120,1.099,0.166,0.000,0.166,0.166,0.606,0.180,0.000,0.000,0.000,1.000,0.000,0.180,0.470,0.533,0.000,0.427,0.000,0.000,0.000,0.470,0.000,0.600,0.000,0.000,0.000,0.533
121,2,1,1,1,0.788,1.000,0.086,0.086,0.000,0.086,0.086,0.090,0.000,0.000,0.000,0.086,0.000,0.090,1.099,0.131,0.000,0.131,0.131,0.569,0.140,0.000,0.000,0.000,1.000,0.000,0.140,0.392,0.667,0.000,0.511,0.000,0.000,0.000,0.392,0.000,0.480,0.000,0.000,0.000,0.667
121,2,1,1,1,0.840,1.000,0.095,0.095,0.000,0.095,0.095,0.100,0.000,0.000,0.000,0.095,0.000,0.100,0.693,0.113,0.000,0.113,0.113,0.569,0.120,0.000,0.000,0.000,1.000,0.000,0.120,0.470,0.533,0.000,0.427,0.000,0.000,0.000,0.470,0.000,0.600,0.000,0.000,0.000,0.533
121,2,1,1,1,0.765,1.000,0.086,0.086,0.000,0.086,0.086,0.090,0.000,0.000,0.000,0.086,0.000,0.090,0.405,0.113,0.000,0.113,0.113,0.606,0.120,0.000,0.000,0.000,1.000,0.000,0.120,0.470,0.667,0.000,0.511,0.000,0.000,0.000,0.470,0.000,0.600,0.000,0.000,0.000,0.667
1126,2,1,1,1,1.743,1.000,0.900,0.900,0.000,0.000,0.900,1.460,0.000,0.000,0.900,0.000,0.000,0.000,1.099,1.008,0.000,0.000,1.008,0.949,1.740,0.000,0.000,1.000,0.000,0.000,0.000,0.975,5.850,0.000,0.000,0.000,0.000,0.975,0.000,0.000,0.000,0.000,0.000,5.850,0.000
1126,2,1,1,1,1.665,1.000,0.900,0.900,0.000,0.000,0.900,1.460,0.000,0.000,0.900,0.000,0.000,0.000,0.405,0.975,0.000,0.000,0.975,0.875,1.650,0.000,0.000,1.000,0.000,0.000,0.000,1.144,5.850,0.000,0.000,0.000,0.000,1.144,0.000,0.000,0.000,0.000,0.000,5.850,0.000
1126,3,1,1,1,1.887,1.000,0.900,0.900,0.000,0.000,0.900,1.460,0.000,0.000,0.900,0.000,0.000,0.000,0.693,1.122,0.000,0.000,1.122,1.036,2.070,0.000,0.000,1.000,0.000,0.000,0.000,0.842,5.850,0.000,0.000,0.000,0.000,0.842,0.000,0.000,0.000,0.000,0.000,5.850,0.000
1126,3,1,1,1,1.665,1.000,0.798,0.798,0.000,0.000,0.798,1.220,0.000,0.000,0.798,0.000,0.000,0.000,0.405,1.022,0.000,0.000,1.022,0.949,1.780,0.000,0.000,1.000,0.000,0.000,0.000,0.842,3.600,0.000,0.000,0.000,0.000,0.842,0.000,0.000,0.000,0.000,0.000,3.600,0.000
1126,2,1,1,1,1.887,1.000,0.742,0.742,0.000,0.000,0.742,1.100,0.000,0.000,0.742,0.000,0.000,0.000,0.693,0.846,0.000,0.000,0.846,0.949,1.330,0.000,0.000,1.000,0.000,0.000,0.000,1.144,4.500,0.000,0.000,0.000,0.000,1.144,0.000,0.000,0.000,0.000,0.000,4.500,0.000
1126,2,1,1,1,1.743,1.000,0.742,0.742,0.000,0.000,0.742,1.100,0.000,0.000,0.742,0.000,0.000,0.000,1.099,0.975,0.000,0.000,0.975,0.875,1.650,0.000,0.000,1.000,0.000,0.000,0.000,0.842,4.500,0.000,0.000,0.000,0.000,0.842,0.000,0.000,0.000,0.000,0.000,4.500,0.000
1126,3,1,1,1,1.665,1.000,0.900,0.900,0.000,0.000,0.900,1.460,0.000,0.000,0.900,0.000,0.000,0.000,1.099,1.122,0.000,0.000,1.122,1.036,2.070,0.000,0.000,1.000,0.000,0.000,0.000,0.975,3.600,0.000,0.000,0.000,0.000,0.975,0.000,0.000,0.000,0.000,0.000,3.600,0.000
1126,2,1,1,1,1.665,1.000,0.742,0.742,0.000,0.000,0.742,1.100,0.000,0.000,0.742,0.000,0.000,0.000,0.405,0.863,0.000,0.000,0.863,1.036,1.370,0.000,0.000,1.000,0.000,0.000,0.000,0.975,4.500,0.000,0.000,0.000,0.000,0.975,0.000,0.000,0.000,0.000,0.000,4.500,0.000
1126,2,1,1,1,1.887,1.000,0.798,0.798,0.000,0.000,0.798,1.220,0.000,0.000,0.798,0.000,0.000,0.000,0.693,0.916,0.000,0.000,0.916,0.875,1.500,0.000,0.000,1.000,0.000,0.000,0.000,0.975,3.600,0.000,0.000,0.000,0.000,0.975,0.000,0.000,0.000,0.000,0.000,3.600,0.000
218,1,1,1,1,0.624,1.000,1.128,1.128,0.000,1.128,1.128,2.090,0.000,0.000,0.000,0.000,0.000,2.090,1.099,1.128,0.000,1.128,1.128,0.275,2.090,0.000,0.000,0.000,0.000,0.000,2.090,0.610,0.667,0.000,0.511,0.000,0.000,0.000,0.000,0.000,0.840,0.000,0.000,0.000,0.000
218,1,1,1,1,0.624,1.000,0.944,0.944,0.000,0.944,0.944,1.570,0.000,0.000,0.000,0.000,0.000,1.570,1.099,1.182,0.000,1.182,1.182,0.324,2.260,0.000,0.000,0.000,0.000,0.000,2.260,0.513,0.533,0.000,0.427,0.000,0.000,0.000,0.000,0.000,0.670,0.000,0.000,0.000,0.000
218,1,1,1,1,0.531,1.000,0.944,0.944,0.000,0.944,0.944,1.570,0.000,0.000,0.000,0.000,0.000,1.570,1.099,1.128,0.000,1.128,1.128,0.300,2.090,0.000,0.000,0.000,0.000,0.000,2.090,0.513,0.867,0.000,0.624,0.000,0.000,0.000,0.000,0.000,0.670,0.000,0.000,0.000,0.000
218,1,1,1,1,0.560,1.000,0.944,0.944,0.000,0.944,0.944,1.570,0.000,0.000,0.000,0.000,0.000,1.570,0.693,1.182,0.000,1.182,1.182,0.324,2.260,0.000,0.000,0.000,0.000,0.000,2.260,0.737,0.867,0.000,0.624,0.000,0.000,0.000,0.000,0.000,1.090,0.000,0.000,0.000,0.000
218,1,1,1,1,0.560,1.000,1.008,1.008,0.000,1.008,1.008,1.740,0.000,0.000,0.000,0.000,0.000,1.740,1.099,1.128,0.000,1.128,1.128,0.324,2.090,0.000,0.000,0.000,0.000,0.000,2.090,0.737,0.533,0.000,0.427,0.000,0.000,0.000,0.000,0.000,1.090,0.000,0.000,0.000,0.000
218,1,1,1,1,0.531,1.000,1.128,1.128,0.000,1.128,1.128,2.090,0.000,0.000,0.000,0.000,0.000,2.090,0.693,1.182,0.000,1.182,1.182,0.300,2.260,0.000,0.000,0.000,0.000,0.000,2.260,0.513,0.667,0.000,0.511,0.000,0.000,0.000,0.000,0.000,0.670,0.000,0.000,0.000,0.000
218,1,1,1,1,0.531,1.000,1.008,1.008,0.000,1.008,1.008,1.740,0.000,0.000,0.000,0.000,0.000,1.740,0.693,1.128,0.000,1.128,1.128,0.324,2.090,0.000,0.000,0.000,0.000,0.000,2.090,0.610,0.867,0.000,0.624,0.000,0.000,0.000,0.000,0.000,0.840,0.000,0.000,0.000,0.000
218,1,1,1,1,0.560,1.000,1.128,1.128,0.000,1.128,1.128,2.090,0.000,0.000,0.000,0.000,0.000,2.090,0.405,1.330,0.000,1.330,1.330,0.324,2.780,0.000,0.000,0.000,0.000,0.000,2.780,0.737,0.667,0.000,0.511,0.000,0.000,0.000,0.000,0.000,1.090,0.000,0.000,0.000,0.000
218,1,1,1,1,0.531,1.000,1.008,1.008,0.000,1.008,1.008,1.740,0.000,0.000,0.000,0.000,0.000,1.740,1.099,1.182,0.000,1.182,1.182,0.275,2.260,0.000,0.000,0.000,0.000,0.000,2.260,0.737,0.667,0.000,0.511,0.000,0.000,0.000,0.000,0.000,1.090,0.000,0.000,0.000,0.000
338,2,1,1,0,0.781,1.000,0.770,0.770,0.770,0.000,0.770,1.160,0.770,0.000,0.000,0.000,1.160,0.000,0.405,0.871,0.871,0.000,0.871,0.531,1.390,1.000,0.000,0.000,0.000,1.390,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
338,1,1,1,0,0.781,1.000,0.713,0.713,0.713,0.000,0.713,1.040,0.713,0.000,0.000,0.000,1.040,0.000,0.405,1.051,1.051,0.000,1.051,0.491,1.860,1.000,0.000,0.000,0.000,1.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
338,1,1,1,0,0.781,1.000,0.770,0.770,0.770,0.000,0.770,1.160,0.770,0.000,0.000,0.000,1.160,0.000,1.099,1.051,1.051,0.000,1.051,0.511,1.860,1.000,0.000,0.000,0.000,1.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
338,1,1,1,0,0.701,1.000,0.713,0.713,0.713,0.000,0.713,1.040,0.713,0.000,0.000,0.000,1.040,0.000,0.693,1.051,1.051,0.000,1.051,0.491,1.860,1.000,0.000,0.000,0.000,1.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
338,2,1,1,0,0.726,1.000,0.770,0.770,0.770,0.000,0.770,1.160,0.770,0.000,0.000,0.000,1.160,0.000,0.405,0.920,0.920,0.000,0.920,0.491,1.510,1.000,0.000,0.000,0.000,1.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
338,2,1,1,0,0.726,1.000,0.713,0.713,0.713,0.000,0.713,1.040,0.713,0.000,0.000,0.000,1.040,0.000,0.405,0.871,0.871,0.000,0.871,0.511,1.390,1.000,0.000,0.000,0.000,1.390,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
338,2,1,1,0,0.726,1.000,0.871,0.871,0.871,0.000,0.871,1.390,0.871,0.000,0.000,0.000,1.390,0.000,0.693,0.871,0.871,0.000,0.871,0.491,1.390,1.000,0.000,0.000,0.000,1.390,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
338,2,1,1,0,0.726,1.000,0.770,0.770,0.770,0.000,0.770,1.160,0.770,0.000,0.000,0.000,1.160,0.000,0.693,1.051,1.051,0.000,1.051,0.511,1.860,1.000,0.000,0.000,0.000,1.860,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
338,2,1,1,0,0.781,1.000,0.871,0.871,0.871,0.000,0.871,1.390,0.871,0.000,0.000,0.000,1.390,0.000,0.405,0.920,0.920,0.000,0.920,0.511,1.510,1.000,0.000,0.000,0.000,1.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
565,3,1,1,1,1.248,1.000,0.351,0.351,0.351,0.000,0.351,0.420,0.000,0.351,0.000,0.000,0.420,0.000,0.405,0.378,0.378,0.000,0.378,0.811,0.460,0.000,1.000,0.000,0.000,0.460,0.000,0.445,1.833,1.041,0.000,0.000,0.445,0.000,0.000,0.560,0.000,0.000,1.833,0.000,0.000
565,2,1,1,1,1.248,1.000,0.351,0.351,0.351,0.000,0.351,0.420,0.000,0.351,0.000,0.000,0.420,0.000,1.099,0.432,0.432,0.000,0.432,0.781,0.540,0.000,1.000,0.000,0.000,0.540,0.000,0.647,2.383,1.219,0.000,0.000,0.647,0.000,0.000,0.910,0.000,0.000,2.383,0.000,0.000
565,2,1,1,1,1.248,1.000,0.322,0.322,0.322,0.000,0.322,0.380,0.000,0.322,0.000,0.000,0.380,0.000,0.405,0.405,0.405,0.000,0.405,0.758,0.500,0.000,1.000,0.000,0.000,0.500,0.000,0.531,2.383,1.219,0.000,0.000,0.531,0.000,0.000,0.700,0.000,0.000,2.383,0.000,0.000
565,3,1,1,1,1.065,1.000,0.322,0.322,0.322,0.000,0.322,0.380,0.000,0.322,0.000,0.000,0.380,0.000,0.693,0.405,0.405,0.000,0.405,0.758,0.500,0.000,1.000,0.000,0.000,0.500,0.000,0.647,1.467,0.903,0.000,0.000,0.647,0.000,0.000,0.910,0.000,0.000,1.467,0.000,0.000
565,2,1,1,1,1.131,1.000,0.351,0.351,0.351,0.000,0.351,0.420,0.000,0.351,0.000,0.000,0.420,0.000,0.405,0.399,0.399,0.000,0.399,0.758,0.490,0.000,1.000,0.000,0.000,0.490,0.000,0.445,2.383,1.219,0.000,0.000,0.445,0.000,0.000,0.560,0.000,0.000,2.383,0.000,0.000
565,3,1,1,1,1.131,1.000,0.322,0.322,0.322,0.000,0.322,0.380,0.000,0.322,0.000,0.000,0.380,0.000,0.405,0.358,0.358,0.000,0.358,0.781,0.430,0.000,1.000,0.000,0.000,0.430,0.000,0.531,1.467,0.903,0.000,0.000,0.531,0.000,0.000,0.700,0.000,0.000,1.467,0.000,0.000
565,3,1,1,1,1.131,1.000,0.405,0.405,0.405,0.000,0.405,0.500,0.000,0.405,0.000,0.000,0.500,0.000,0.693,0.419,0.419,0.000,0.419,0.758,0.520,0.000,1.000,0.000,0.000,0.520,0.000,0.445,1.467,0.903,0.000,0.000,0.445,0.000,0.000,0.560,0.000,0.000,1.467,0.000,0.000
565,3,1,1,1,1.248,1.000,0.405,0.405,0.405,0.000,0.405,0.500,0.000,0.405,0.000,0.000,0.500,0.000,0.405,0.432,0.432,0.000,0.432,0.781,0.540,0.000,1.000,0.000,0.000,0.540,0.000,0.647,1.467,0.903,0.000,0.000,0.647,0.000,0.000,0.910,0.000,0.000,1.467,0.000,0.000
565,3,1,1,1,1.131,1.000,0.351,0.351,0.351,0.000,0.351,0.420,0.000,0.351,0.000,0.000,0.420,0.000,0.693,0.432,0.432,0.000,0.432,0.781,0.540,0.000,1.000,0.000,0.000,0.540,0.000,0.531,1.833,1.041,0.000,0.000,0.531,0.000,0.000,0.700,0.000,0.000,1.833,0.000,0.000
1178,3,1,1,1,1.234,1.000,0.859,0.859,0.000,0.000,0.859,1.360,0.000,0.859,0.000,0.000,0.000,0.000,0.405,0.928,0.000,0.000,0.928,0.651,1.530,0.000,1.000,0.000,0.000,0.000,0.000,0.495,2.000,0.000,0.000,0.000,0.495,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000
1178,2,1,1,1,1.234,1.000,0.859,0.859,0.000,0.000,0.859,1.360,0.000,0.859,0.000,0.000,0.000,0.000,1.099,1.033,0.000,0.000,1.033,0.597,1.810,0.000,1.000,0.000,0.000,0.000,0.000,0.713,2.600,0.000,0.000,0.000,0.713,0.000,0.000,0.000,0.000,0.000,2.600,0.000,0.000
1178,3,1,1,1,1.234,1.000,0.798,0.798,0.000,0.000,0.798,1.220,0.000,0.798,0.000,0.000,0.000,0.000,0.405,0.990,0.000,0.000,0.990,0.550,1.690,0.000,1.000,0.000,0.000,0.000,0.000,0.588,2.600,0.000,0.000,0.000,0.588,0.000,0.000,0.000,0.000,0.000,2.600,0.000,0.000
1178,2,1,1,1,1.065,1.000,0.798,0.798,0.000,0.000,0.798,1.220,0.000,0.798,0.000,0.000,0.000,0.000,0.693,0.990,0.000,0.000,0.990,0.550,1.690,0.000,1.000,0.000,0.000,0.000,0.000,0.713,1.600,0.000,0.000,0.000,0.713,0.000,0.000,0.000,0.000,0.000,1.600,0.000,0.000
1178,3,1,1,1,1.126,1.000,0.859,0.859,0.000,0.000,0.859,1.360,0.000,0.859,0.000,0.000,0.000,0.000,0.405,0.936,0.000,0.000,0.936,0.550,1.550,0.000,1.000,0.000,0.000,0.000,0.000,0.495,2.600,0.000,0.000,0.000,0.495,0.000,0.000,0.000,0.000,0.000,2.600,0.000,0.000
1178,2,1,1,1,1.126,1.000,0.798,0.798,0.000,0.000,0.798,1.220,0.000,0.798,0.000,0.000,0.000,0.000,0.405,0.884,0.000,0.000,0.884,0.597,1.420,0.000,1.000,0.000,0.000,0.000,0.000,0.588,1.600,0.000,0.000,0.000,0.588,0.000,0.000,0.000,0.000,0.000,1.600,0.000,0.000
1178,3,1,1,1,1.126,1.000,0.967,0.967,0.000,0.000,0.967,1.630,0.000,0.967,0.000,0.000,0.000,0.000,0.693,0.990,0.000,0.000,0.990,0.550,1.690,0.000,1.000,0.000,0.000,0.000,0.000,0.495,1.600,0.000,0.000,0.000,0.495,0.000,0.000,0.000,0.000,0.000,1.600,0.000,0.000
1178,3,1,1,1,1.234,1.000,0.967,0.967,0.000,0.000,0.967,1.630,0.000,0.967,0.000,0.000,0.000,0.000,0.405,1.033,0.000,0.000,1.033,0.597,1.810,0.000,1.000,0.000,0.000,0.000,0.000,0.713,1.600,0.000,0.000,0.000,0.713,0.000,0.000,0.000,0.000,0.000,1.600,0.000,0.000
1178,3,1,1,1,1.126,1.000,0.859,0.859,0.000,0.000,0.859,1.360,0.000,0.859,0.000,0.000,0.000,0.000,0.693,1.033,0.000,0.000,1.033,0.597,1.810,0.000,1.000,0.000,0.000,0.000,0.000,0.588,2.000,0.000,0.000,0.000,0.588,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000
937,2,1,1,1,1.596,1.000,0.207,0.207,0.207,0.000,0.207,0.230,0.000,0.000,0.000,0.207,0.230,0.000,1.099,0.207,0.207,0.000,0.207,0.718,0.230,0.000,0.000,0.000,1.000,0.230,0.000,0.765,3.167,1.427,0.000,0.000,0.000,0.000,0.765,1.150,0.000,0.000,0.000,0.000,3.167
937,2,1,1,1,1.395,1.000,0.157,0.157,0.157,0.000,0.157,0.170,0.000,0.000,0.000,0.157,0.170,0.000,1.099,0.207,0.207,0.000,0.207,0.781,0.230,0.000,0.000,0.000,1.000,0.230,0.000,0.652,4.117,1.633,0.000,0.000,0.000,0.000,0.652,0.920,0.000,0.000,0.000,0.000,4.117
937,3,1,1,1,1.596,1.000,0.157,0.157,0.157,0.000,0.157,0.170,0.000,0.000,0.000,0.157,0.170,0.000,1.099,0.223,0.223,0.000,0.223,0.854,0.250,0.000,0.000,0.000,1.000,0.250,0.000,0.652,2.533,1.262,0.000,0.000,0.000,0.000,0.652,0.920,0.000,0.000,0.000,0.000,2.533
937,3,1,1,1,1.466,1.000,0.157,0.157,0.157,0.000,0.157,0.170,0.000,0.000,0.000,0.157,0.170,0.000,0.693,0.223,0.223,0.000,0.223,0.854,0.250,0.000,0.000,0.000,1.000,0.250,0.000,0.912,4.117,1.633,0.000,0.000,0.000,0.000,0.912,1.490,0.000,0.000,0.000,0.000,4.117
937,2,1,1,1,1.466,1.000,0.174,0.174,0.174,0.000,0.174,0.190,0.000,0.000,0.000,0.174,0.190,0.000,1.099,0.207,0.207,0.000,0.207,0.854,0.230,0.000,0.000,0.000,1.000,0.230,0.000,0.912,2.533,1.262,0.000,0.000,0.000,0.000,0.912,1.490,0.000,0.000,0.000,0.000,2.533
937,2,1,1,1,1.395,1.000,0.174,0.174,0.174,0.000,0.174,0.190,0.000,0.000,0.000,0.174,0.190,0.000,0.693,0.207,0.207,0.000,0.207,0.854,0.230,0.000,0.000,0.000,1.000,0.230,0.000,0.765,4.117,1.633,0.000,0.000,0.000,0.000,0.765,1.150,0.000,0.000,0.000,0.000,4.117
937,3,1,1,1,1.395,1.000,0.207,0.207,0.207,0.000,0.207,0.230,0.000,0.000,0.000,0.207,0.230,0.000,0.693,0.223,0.223,0.000,0.223,0.781,0.250,0.000,0.000,0.000,1.000,0.250,0.000,0.652,3.167,1.427,0.000,0.000,0.000,0.000,0.652,0.920,0.000,0.000,0.000,0.000,3.167
937,3,1,1,1,1.395,1.000,0.174,0.174,0.174,0.000,0.174,0.190,0.000,0.000,0.000,0.174,0.190,0.000,1.099,0.223,0.223,0.000,0.223,0.718,0.250,0.000,0.000,0.000,1.000,0.250,0.000,0.912,3.167,1.427,0.000,0.000,0.000,0.000,0.912,1.490,0.000,0.000,0.000,0.000,3.167
937,3,1,1,1,1.466,1.000,0.207,0.207,0.207,0.000,0.207,0.230,0.000,0.000,0.000,0.207,0.230,0.000,0.405,0.270,0.270,0.000,0.270,0.854,0.310,0.000,0.000,0.000,1.000,0.310,0.000,0.912,3.167,1.427,0.000,0.000,0.000,0.000,0.912,1.490,0.000,0.000,0.000,0.000,3.167
122,2,1,1,1,1.030,1.000,0.182,0.182,0.000,0.182,0.182,0.200,0.000,0.182,0.000,0.000,0.000,0.200,0.405,0.207,0.000,0.207,0.207,0.773,0.230,0.000,1.000,0.000,0.000,0.000,0.230,0.278,1.667,0.000,0.981,0.000,0.278,0.000,0.000,0.000,0.320,0.000,1.667,0.000,0.000
122,2,1,1,1,1.030,1.000,0.182,0.182,0.000,0.182,0.182,0.200,0.000,0.182,0.000,0.000,0.000,0.200,1.099,0.223,0.000,0.223,0.223,0.758,0.250,0.000,1.000,0.000,0.000,0.000,0.250,0.419,2.167,0.000,1.153,0.000,0.419,0.000,0.000,0.000,0.520,0.000,2.167,0.000,0.000
122,2,1,1,1,1.030,1.000,0.166,0.166,0.000,0.166,0.166,0.180,0.000,0.166,0.000,0.000,0.000,0.180,0.405,0.207,0.000,0.207,0.207,0.742,0.230,0.000,1.000,0.000,0.000,0.000,0.230,0.336,2.167,0.000,1.153,0.000,0.336,0.000,0.000,0.000,0.400,0.000,2.167,0.000,0.000
122,2,1,1,1,0.875,1.000,0.166,0.166,0.000,0.166,0.166,0.180,0.000,0.166,0.000,0.000,0.000,0.180,0.693,0.207,0.000,0.207,0.207,0.742,0.230,0.000,1.000,0.000,0.000,0.000,0.230,0.419,1.333,0.000,0.847,0.000,0.419,0.000,0.000,0.000,0.520,0.000,1.333,0.000,0.000
122,2,1,1,1,0.930,1.000,0.182,0.182,0.000,0.182,0.182,0.200,0.000,0.182,0.000,0.000,0.000,0.200,0.405,0.207,0.000,0.207,0.207,0.742,0.230,0.000,1.000,0.000,0.000,0.000,0.230,0.278,2.167,0.000,1.153,0.000,0.278,0.000,0.000,0.000,0.320,0.000,2.167,0.000,0.000
122,2,1,1,1,0.930,1.000,0.166,0.166,0.000,0.166,0.166,0.180,0.000,0.166,0.000,0.000,0.000,0.180,0.405,0.182,0.000,0.182,0.182,0.758,0.200,0.000,1.000,0.000,0.000,0.000,0.200,0.336,1.333,0.000,0.847,0.000,0.336,0.000,0.000,0.000,0.400,0.000,1.333,0.000,0.000
122,2,1,1,1,0.930,1.000,0.215,0.215,0.000,0.215,0.215,0.240,0.000,0.215,0.000,0.000,0.000,0.240,0.693,0.231,0.000,0.231,0.231,0.742,0.260,0.000,1.000,0.000,0.000,0.000,0.260,0.278,1.333,0.000,0.847,0.000,0.278,0.000,0.000,0.000,0.320,0.000,1.333,0.000,0.000
122,2,1,1,1,1.030,1.000,0.215,0.215,0.000,0.215,0.215,0.240,0.000,0.215,0.000,0.000,0.000,0.240,0.405,0.231,0.000,0.231,0.231,0.758,0.260,0.000,1.000,0.000,0.000,0.000,0.260,0.419,1.333,0.000,0.847,0.000,0.419,0.000,0.000,0.000,0.520,0.000,1.333,0.000,0.000
122,2,1,1,1,0.930,1.000,0.182,0.182,0.000,0.182,0.182,0.200,0.000,0.182,0.000,0.000,0.000,0.200,0.693,0.223,0.000,0.223,0.223,0.758,0.250,0.000,1.000,0.000,0.000,0.000,0.250,0.336,1.667,0.000,0.981,0.000,0.336,0.000,0.000,0.000,0.400,0.000,1.667,0.000,0.000
374,1,1,1,0,0.000,1.000,3.940,3.940,3.940,0.000,0.000,50.400,0.000,0.000,0.000,0.000,50.400,0.000,1.099,0.000,4.018,0.000,4.018,1.082,54.600,0.000,0.000,0.000,0.000,54.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
374,1,1,1,0,0.000,1.000,3.940,3.940,3.940,0.000,0.000,50.400,0.000,0.000,0.000,0.000,50.400,0.000,0.405,0.000,3.940,0.000,3.940,1.065,50.400,0.000,0.000,0.000,0.000,50.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
374,1,1,1,0,0.000,1.000,3.940,3.940,3.940,0.000,0.000,50.400,0.000,0.000,0.000,0.000,50.400,0.000,0.693,0.000,4.222,0.000,4.222,1.104,67.200,0.000,0.000,0.000,0.000,67.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
374,1,1,1,0,0.000,1.000,3.761,3.761,3.761,0.000,0.000,42.000,0.000,0.000,0.000,0.000,42.000,0.000,0.405,0.000,4.222,0.000,4.222,1.082,67.200,0.000,0.000,0.000,0.000,67.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
374,1,1,1,0,0.000,1.000,3.658,3.658,3.658,0.000,0.000,37.800,0.000,0.000,0.000,0.000,37.800,0.000,0.693,0.000,3.940,0.000,3.940,1.082,50.400,0.000,0.000,0.000,0.000,50.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
374,1,1,1,0,0.000,1.000,3.658,3.658,3.658,0.000,0.000,37.800,0.000,0.000,0.000,0.000,37.800,0.000,1.099,0.000,4.222,0.000,4.222,1.065,67.200,0.000,0.000,0.000,0.000,67.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
374,1,1,1,0,0.000,1.000,3.940,3.940,3.940,0.000,0.000,50.400,0.000,0.000,0.000,0.000,50.400,0.000,1.099,0.000,4.222,0.000,4.222,1.104,67.200,0.000,0.000,0.000,0.000,67.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
