ID,CHOICE,AV_TRAIN,AV_SM,AV_CAR,TRAIN_ASC_1,logt(TRAIN_TT)_1,logt(TRAIN_TT) x ga_1,logt(TRAIN_CO)_1,logt(TRAIN_CO) x ga_1,logt(TRAIN_CO) x purpose_1,logt(TRAIN_CO) x purpose_2,logt(TRAIN_CO) x age_1,logt(TRAIN_CO) x age_2,logt(TRAIN_CO) x age_3,logt(TRAIN_CO) x age_4,logt(TRAIN_HE)_1,SM_ASC_1,SM_ASC x ga_1,SM_ASC x age_1,SM_ASC x age_2,SM_ASC x age_3,SM_ASC x age_4,logt(SM_TT)_1,logt(SM_CO)_1,logt(SM_CO) x ga_1,logt(SM_CO) x purpose_1,logt(SM_CO) x purpose_2,CAR_TT_1,CAR_TT x ga_1,CAR_TT x age_1,CAR_TT x age_2,CAR_TT x age_3,CAR_TT x age_4,CAR_TT x purpose_1,CAR_TT x purpose_2,logt(CAR_CO)_1,logt(CAR_CO) x age_1,logt(CAR_CO) x age_2,logt(CAR_CO) x age_3,logt(CAR_CO) x age_4,logt(CAR_CO) x purpose_1,logt(CAR_CO) x purpose_2
980,2,1,1,1,1.000,1.447,1.447,0.372,0.372,0.000,0.000,0.000,0.000,0.000,0.000,0.405,1.000,1.000,0.000,0.000,0.000,0.000,1.262,0.419,0.419,0.000,0.000,1.867,1.867,0.000,0.000,0.000,0.000,0.000,0.000,0.642,0.000,0.000,0.000,0.000,0.000,0.000
980,3,1,1,1,1.000,1.447,1.447,0.470,0.470,0.000,0.000,0.000,0.000,0.000,0.000,0.693,1.000,1.000,0.000,0.000,0.000,0.000,1.248,0.482,0.482,0.000,0.000,1.867,1.867,0.000,0.000,0.000,0.000,0.000,0.000,0.542,0.000,0.000,0.000,0.000,0.000,0.000
980,3,1,1,1,1.000,1.548,1.548,0.470,0.470,0.000,0.000,0.000,0.000,0.000,0.000,0.405,1.000,1.000,0.000,0.000,0.000,0.000,1.262,0.495,0.495,0.000,0.000,1.867,1.867,0.000,0.000,0.000,0.000,0.000,0.000,0.775,0.000,0.000,0.000,0.000,0.000,0.000
980,2,1,1,1,1.000,1.447,1.447,0.405,0.405,0.000,0.000,0.000,0.000,0.000,0.000,0.693,1.000,1.000,0.000,0.000,0.000,0.000,1.262,0.495,0.495,0.000,0.000,2.333,2.333,0.000,0.000,0.000,0.000,0.000,0.000,0.642,0.000,0.000,0.000,0.000,0.000,0.000
581,2,1,1,1,1.000,1.895,1.895,0.554,0.554,0.554,0.000,0.000,0.000,0.554,0.000,1.099,1.000,1.000,0.000,0.000,1.000,0.000,1.344,0.577,0.577,0.577,0.000,3.667,3.667,0.000,0.000,3.667,0.000,3.667,0.000,1.030,0.000,0.000,1.030,0.000,1.030,0.000
581,2,1,1,1,1.000,1.665,1.665,0.445,0.445,0.445,0.000,0.000,0.000,0.445,0.000,1.099,1.000,1.000,0.000,0.000,1.000,0.000,1.369,0.495,0.495,0.495,0.000,4.767,4.767,0.000,0.000,4.767,0.000,4.767,0.000,0.892,0.000,0.000,0.892,0.000,0.892,0.000
581,2,1,1,1,1.000,1.895,1.895,0.445,0.445,0.445,0.000,0.000,0.000,0.445,0.000,1.099,1.000,1.000,0.000,0.000,1.000,0.000,1.403,0.507,0.507,0.507,0.000,2.933,2.933,0.000,0.000,2.933,0.000,2.933,0.000,0.892,0.000,0.000,0.892,0.000,0.892,0.000
581,2,1,1,1,1.000,1.746,1.746,0.445,0.445,0.445,0.000,0.000,0.000,0.445,0.000,0.693,1.000,1.000,0.000,0.000,1.000,0.000,1.403,0.507,0.507,0.507,0.000,4.767,4.767,0.000,0.000,4.767,0.000,4.767,0.000,1.206,0.000,0.000,1.206,0.000,1.206,0.000
581,2,1,1,1,1.000,1.746,1.746,0.482,0.482,0.482,0.000,0.000,0.000,0.482,0.000,1.099,1.000,1.000,0.000,0.000,1.000,0.000,1.403,0.531,0.531,0.531,0.000,2.933,2.933,0.000,0.000,2.933,0.000,2.933,0.000,1.206,0.000,0.000,1.206,0.000,1.206,0.000
581,2,1,1,1,1.000,1.665,1.665,0.482,0.482,0.482,0.000,0.000,0.000,0.482,0.000,0.693,1.000,1.000,0.000,0.000,1.000,0.000,1.403,0.531,0.531,0.531,0.000,4.767,4.767,0.000,0.000,4.767,0.000,4.767,0.000,1.030,0.000,0.000,1.030,0.000,1.030,0.000
581,2,1,1,1,1.000,1.665,1.665,0.554,0.554,0.554,0.000,0.000,0.000,0.554,0.000,0.693,1.000,1.000,0.000,0.000,1.000,0.000,1.369,0.599,0.599,0.599,0.000,3.667,3.667,0.000,0.000,3.667,0.000,3.667,0.000,0.892,0.000,0.000,0.892,0.000,0.892,0.000
581,2,1,1,1,1.000,1.665,1.665,0.482,0.482,0.482,0.000,0.000,0.000,0.482,0.000,1.099,1.000,1.000,0.000,0.000,1.000,0.000,1.344,0.542,0.542,0.542,0.000,3.667,3.667,0.000,0.000,3.667,0.000,3.667,0.000,1.206,0.000,0.000,1.206,0.000,1.206,0.000
581,2,1,1,1,1.000,1.746,1.746,0.554,0.554,0.554,0.000,0.000,0.000,0.554,0.000,0.405,1.000,1.000,0.000,0.000,1.000,0.000,1.403,0.663,0.663,0.663,0.000,3.667,3.667,0.000,0.000,3.667,0.000,3.667,0.000,1.206,0.000,0.000,1.206,0.000,1.206,0.000
681,2,1,1,1,1.000,1.764,1.764,0.837,0.837,0.837,0.000,0.837,0.000,0.000,0.000,1.099,1.000,1.000,1.000,0.000,0.000,0.000,1.403,0.900,0.900,0.900,0.000,5.417,5.417,5.417,0.000,0.000,0.000,5.417,0.000,0.896,0.896,0.000,0.000,0.000,0.896,0.000
681,2,1,1,1,1.000,1.693,1.693,0.837,0.837,0.837,0.000,0.837,0.000,0.000,0.000,0.405,1.000,1.000,1.000,0.000,0.000,0.000,1.378,0.875,0.875,0.875,0.000,5.417,5.417,5.417,0.000,0.000,0.000,5.417,0.000,1.058,1.058,0.000,0.000,0.000,1.058,0.000
681,2,1,1,1,1.000,1.892,1.892,0.837,0.837,0.837,0.000,0.837,0.000,0.000,0.000,0.693,1.000,1.000,1.000,0.000,0.000,0.000,1.435,0.975,0.975,0.975,0.000,5.417,5.417,5.417,0.000,0.000,0.000,5.417,0.000,0.770,0.770,0.000,0.000,0.000,0.770,0.000
681,1,1,1,1,1.000,1.693,1.693,0.737,0.737,0.737,0.000,0.737,0.000,0.000,0.000,0.405,1.000,1.000,1.000,0.000,0.000,0.000,1.403,0.900,0.900,0.900,0.000,3.333,3.333,3.333,0.000,0.000,0.000,3.333,0.000,0.770,0.770,0.000,0.000,0.000,0.770,0.000
681,1,1,1,1,1.000,1.892,1.892,0.683,0.683,0.683,0.000,0.683,0.000,0.000,0.000,0.693,1.000,1.000,1.000,0.000,0.000,0.000,1.403,0.751,0.751,0.751,0.000,4.167,4.167,4.167,0.000,0.000,0.000,4.167,0.000,1.058,1.058,0.000,0.000,0.000,1.058,0.000
681,1,1,1,1,1.000,1.764,1.764,0.683,0.683,0.683,0.000,0.683,0.000,0.000,0.000,1.099,1.000,1.000,1.000,0.000,0.000,0.000,1.378,0.846,0.846,0.846,0.000,4.167,4.167,4.167,0.000,0.000,0.000,4.167,0.000,0.770,0.770,0.000,0.000,0.000,0.770,0.000
681,3,1,1,1,1.000,1.693,1.693,0.837,0.837,0.837,0.000,0.837,0.000,0.000,0.000,1.099,1.000,1.000,1.000,0.000,0.000,0.000,1.435,0.975,0.975,0.975,0.000,3.333,3.333,3.333,0.000,0.000,0.000,3.333,0.000,0.896,0.896,0.000,0.000,0.000,0.896,0.000
681,2,1,1,1,1.000,1.693,1.693,0.683,0.683,0.683,0.000,0.683,0.000,0.000,0.000,0.405,1.000,1.000,1.000,0.000,0.000,0.000,1.435,0.779,0.779,0.779,0.000,4.167,4.167,4.167,0.000,0.000,0.000,4.167,0.000,0.896,0.896,0.000,0.000,0.000,0.896,0.000
681,1,1,1,1,1.000,1.892,1.892,0.737,0.737,0.737,0.000,0.737,0.000,0.000,0.000,0.693,1.000,1.000,1.000,0.000,0.000,0.000,1.378,0.820,0.820,0.820,0.000,3.333,3.333,3.333,0.000,0.000,0.000,3.333,0.000,0.896,0.896,0.000,0.000,0.000,0.896,0.000
811,3,1,1,1,1.000,1.478,1.478,0.554,0.554,0.554,0.000,0.000,0.000,0.000,0.000,0.405,1.000,1.000,0.000,0.000,0.000,0.000,0.869,0.718,0.718,0.718,0.000,2.167,2.167,0.000,0.000,0.000,0.000,2.167,0.000,0.542,0.000,0.000,0.000,0.000,0.542,0.000
811,3,1,1,1,1.000,1.478,1.478,0.554,0.554,0.554,0.000,0.000,0.000,0.000,0.000,1.099,1.000,1.000,0.000,0.000,0.000,0.000,0.811,0.798,0.798,0.798,0.000,2.817,2.817,0.000,0.000,0.000,0.000,2.817,0.000,0.775,0.000,0.000,0.000,0.000,0.775,0.000
811,3,1,1,1,1.000,1.478,1.478,0.513,0.513,0.513,0.000,0.000,0.000,0.000,0.000,0.405,1.000,1.000,0.000,0.000,0.000,0.000,0.765,0.751,0.751,0.751,0.000,2.817,2.817,0.000,0.000,0.000,0.000,2.817,0.000,0.642,0.000,0.000,0.000,0.000,0.642,0.000
811,3,1,1,1,1.000,1.276,1.276,0.513,0.513,0.513,0.000,0.000,0.000,0.000,0.000,0.693,1.000,1.000,0.000,0.000,0.000,0.000,0.765,0.751,0.751,0.751,0.000,1.733,1.733,0.000,0.000,0.000,0.000,1.733,0.000,0.775,0.000,0.000,0.000,0.000,0.775,0.000
811,3,1,1,1,1.000,1.348,1.348,0.554,0.554,0.554,0.000,0.000,0.000,0.000,0.000,0.405,1.000,1.000,0.000,0.000,0.000,0.000,0.765,0.737,0.737,0.737,0.000,2.817,2.817,0.000,0.000,0.000,0.000,2.817,0.000,0.542,0.000,0.000,0.000,0.000,0.542,0.000
811,3,1,1,1,1.000,1.348,1.348,0.513,0.513,0.513,0.000,0.000,0.000,0.000,0.000,0.405,1.000,1.000,0.000,0.000,0.000,0.000,0.811,0.652,0.652,0.652,0.000,1.733,1.733,0.000,0.000,0.000,0.000,1.733,0.000,0.642,0.000,0.000,0.000,0.000,0.642,0.000
811,3,1,1,1,1.000,1.348,1.348,0.637,0.637,0.637,0.000,0.000,0.000,0.000,0.000,0.693,1.000,1.000,0.000,0.000,0.000,0.000,0.765,0.779,0.779,0.779,0.000,1.733,1.733,0.000,0.000,0.000,0.000,1.733,0.000,0.542,0.000,0.000,0.000,0.000,0.542,0.000
811,3,1,1,1,1.000,1.478,1.478,0.637,0.637,0.637,0.000,0.000,0.000,0.000,0.000,0.405,1.000,1.000,0.000,0.000,0.000,0.000,0.811,0.798,0.798,0.798,0.000,1.733,1.733,0.000,0.000,0.000,0.000,1.733,0.000,0.775,0.000,0.000,0.000,0.000,0.775,0.000
811,3,1,1,1,1.000,1.348,1.348,0.554,0.554,0.554,0.000,0.000,0.000,0.000,0.000,0.693,1.000,1.000,0.000,0.000,0.000,0.000,0.811,0.798,0.798,0.798,0.000,2.167,2.167,0.000,0.000,0.000,0.000,2.167,0.000,0.642,0.000,0.000,0.000,0.000,0.642,0.000
130,2,1,1,1,1.000,0.854,0.000,3.472,0.000,0.000,3.472,0.000,3.472,0.000,0.000,1.099,1.000,0.000,0.000,1.000,0.000,0.000,0.360,3.550,0.000,0.000,3.550,1.300,0.000,0.000,1.300,0.000,0.000,0.000,1.300,0.372,0.000,0.372,0.000,0.000,0.000,0.372
130,2,1,1,1,1.000,0.803,0.000,3.472,0.000,0.000,3.472,0.000,3.472,0.000,0.000,0.405,1.000,0.000,0.000,1.000,0.000,0.000,0.324,3.472,0.000,0.000,3.472,1.300,0.000,0.000,1.300,0.000,0.000,0.000,1.300,0.457,0.000,0.457,0.000,0.000,0.000,0.457
130,3,1,1,1,1.000,0.949,0.000,3.472,0.000,0.000,3.472,0.000,3.472,0.000,0.000,0.693,1.000,0.000,0.000,1.000,0.000,0.000,0.405,3.752,0.000,0.000,3.752,1.300,0.000,0.000,1.300,0.000,0.000,0.000,1.300,0.307,0.000,0.307,0.000,0.000,0.000,0.307
130,1,1,1,1,1.000,0.803,0.000,3.296,0.000,0.000,3.296,0.000,3.296,0.000,0.000,0.405,1.000,0.000,0.000,1.000,0.000,0.000,0.360,3.752,0.000,0.000,3.752,0.800,0.000,0.000,0.800,0.000,0.000,0.000,0.800,0.307,0.000,0.307,0.000,0.000,0.000,0.307
130,2,1,1,1,1.000,0.949,0.000,3.195,0.000,0.000,3.195,0.000,3.195,0.000,0.000,0.693,1.000,0.000,0.000,1.000,0.000,0.000,0.360,3.472,0.000,0.000,3.472,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.457,0.000,0.457,0.000,0.000,0.000,0.457
130,3,1,1,1,1.000,0.854,0.000,3.195,0.000,0.000,3.195,0.000,3.195,0.000,0.000,1.099,1.000,0.000,0.000,1.000,0.000,0.000,0.324,3.752,0.000,0.000,3.752,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.307,0.000,0.307,0.000,0.000,0.000,0.307
130,3,1,1,1,1.000,0.803,0.000,3.472,0.000,0.000,3.472,0.000,3.472,0.000,0.000,1.099,1.000,0.000,0.000,1.000,0.000,0.000,0.405,3.752,0.000,0.000,3.752,0.800,0.000,0.000,0.800,0.000,0.000,0.000,0.800,0.372,0.000,0.372,0.000,0.000,0.000,0.372
130,1,1,1,1,1.000,0.803,0.000,3.195,0.000,0.000,3.195,0.000,3.195,0.000,0.000,0.405,1.000,0.000,0.000,1.000,0.000,0.000,0.405,3.550,0.000,0.000,3.550,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.372,0.000,0.372,0.000,0.000,0.000,0.372
130,2,1,1,1,1.000,0.949,0.000,3.296,0.000,0.000,3.296,0.000,3.296,0.000,0.000,0.693,1.000,0.000,0.000,1.000,0.000,0.000,0.324,3.550,0.000,0.000,3.550,0.800,0.000,0.000,0.800,0.000,0.000,0.000,0.800,0.372,0.000,0.372,0.000,0.000,0.000,0.372
43,2,1,1,0,1.000,0.882,0.000,3.472,0.000,3.472,0.000,0.000,0.000,3.472,0.000,1.099,1.000,0.000,0.000,0.000,1.000,0.000,0.405,3.550,0.000,3.550,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,2,1,1,0,1.000,0.833,0.000,3.472,0.000,3.472,0.000,0.000,0.000,3.472,0.000,0.405,1.000,0.000,0.000,0.000,1.000,0.000,0.372,3.472,0.000,3.472,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,2,1,1,0,1.000,0.975,0.000,3.472,0.000,3.472,0.000,0.000,0.000,3.472,0.000,0.693,1.000,0.000,0.000,0.000,1.000,0.000,0.449,3.752,0.000,3.752,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,2,1,1,0,1.000,0.833,0.000,3.296,0.000,3.296,0.000,0.000,0.000,3.296,0.000,0.405,1.000,0.000,0.000,0.000,1.000,0.000,0.405,3.752,0.000,3.752,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,2,1,1,0,1.000,0.975,0.000,3.195,0.000,3.195,0.000,0.000,0.000,3.195,0.000,0.693,1.000,0.000,0.000,0.000,1.000,0.000,0.405,3.472,0.000,3.472,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,2,1,1,0,1.000,0.882,0.000,3.195,0.000,3.195,0.000,0.000,0.000,3.195,0.000,1.099,1.000,0.000,0.000,0.000,1.000,0.000,0.372,3.752,0.000,3.752,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,2,1,1,0,1.000,0.833,0.000,3.472,0.000,3.472,0.000,0.000,0.000,3.472,0.000,1.099,1.000,0.000,0.000,0.000,1.000,0.000,0.449,3.752,0.000,3.752,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,2,1,1,0,1.000,0.833,0.000,3.195,0.000,3.195,0.000,0.000,0.000,3.195,0.000,0.405,1.000,0.000,0.000,0.000,1.000,0.000,0.449,3.550,0.000,3.550,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,2,1,1,0,1.000,0.975,0.000,3.296,0.000,3.296,0.000,0.000,0.000,3.296,0.000,0.693,1.000,0.000,0.000,0.000,1.000,0.000,0.372,3.550,0.000,3.550,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1085,3,1,1,1,1.000,1.764,1.764,0.688,0.688,0.000,0.000,0.000,0.000,0.000,0.000,0.405,1.000,1.000,0.000,0.000,0.000,0.000,1.485,0.732,0.732,0.000,0.000,2.167,2.167,0.000,0.000,0.000,0.000,0.000,0.000,0.495,0.000,0.000,0.000,0.000,0.000,0.000
1085,3,1,1,1,1.000,1.764,1.764,0.688,0.688,0.000,0.000,0.000,0.000,0.000,0.000,1.099,1.000,1.000,0.000,0.000,0.000,0.000,1.470,0.824,0.824,0.000,0.000,2.817,2.817,0.000,0.000,0.000,0.000,0.000,0.000,0.713,0.000,0.000,0.000,0.000,0.000,0.000
1085,3,1,1,1,1.000,1.764,1.764,0.637,0.637,0.000,0.000,0.000,0.000,0.000,0.000,0.405,1.000,1.000,0.000,0.000,0.000,0.000,1.459,0.761,0.761,0.000,0.000,2.817,2.817,0.000,0.000,0.000,0.000,0.000,0.000,0.588,0.000,0.000,0.000,0.000,0.000,0.000
1085,3,1,1,1,1.000,1.606,1.606,0.637,0.637,0.000,0.000,0.000,0.000,0.000,0.000,0.693,1.000,1.000,0.000,0.000,0.000,0.000,1.459,0.761,0.761,0.000,0.000,1.733,1.733,0.000,0.000,0.000,0.000,0.000,0.000,0.713,0.000,0.000,0.000,0.000,0.000,0.000
1085,3,1,1,1,1.000,1.661,1.661,0.688,0.688,0.000,0.000,0.000,0.000,0.000,0.000,0.405,1.000,1.000,0.000,0.000,0.000,0.000,1.459,0.747,0.747,0.000,0.000,2.817,2.817,0.000,0.000,0.000,0.000,0.000,0.000,0.495,0.000,0.000,0.000,0.000,0.000,0.000
1085,2,1,1,1,1.000,1.661,1.661,0.637,0.637,0.000,0.000,0.000,0.000,0.000,0.000,0.405,1.000,1.000,0.000,0.000,0.000,0.000,1.470,0.688,0.688,0.000,0.000,1.733,1.733,0.000,0.000,0.000,0.000,0.000,0.000,0.588,0.000,0.000,0.000,0.000,0.000,0.000
1085,3,1,1,1,1.000,1.661,1.661,0.784,0.784,0.000,0.000,0.000,0.000,0.000,0.000,0.693,1.000,1.000,0.000,0.000,0.000,0.000,1.459,0.802,0.802,0.000,0.000,1.733,1.733,0.000,0.000,0.000,0.000,0.000,0.000,0.495,0.000,0.000,0.000,0.000,0.000,0.000
1085,3,1,1,1,1.000,1.764,1.764,0.784,0.784,0.000,0.000,0.000,0.000,0.000,0.000,0.405,1.000,1.000,0.000,0.000,0.000,0.000,1.470,0.824,0.824,0.000,0.000,1.733,1.733,0.000,0.000,0.000,0.000,0.000,0.000,0.713,0.000,0.000,0.000,0.000,0.000,0.000
1085,3,1,1,1,1.000,1.661,1.661,0.688,0.688,0.000,0.000,0.000,0.000,0.000,0.000,0.693,1.000,1.000,0.000,0.000,0.000,0.000,1.470,0.824,0.824,0.000,0.000,2.167,2.167,0.000,0.000,0.000,0.000,0.000,0.000,0.588,0.000,0.000,0.000,0.000,0.000,0.000
996,2,1,1,1,1.000,1.179,1.179,0.351,0.351,0.000,0.000,0.000,0.000,0.000,0.351,0.405,1.000,1.000,0.000,0.000,0.000,1.000,0.826,0.378,0.378,0.000,0.000,2.333,2.333,0.000,0.000,0.000,2.333,0.000,0.000,0.419,0.000,0.000,0.000,0.419,0.000,0.000
996,2,1,1,1,1.000,1.179,1.179,0.351,0.351,0.000,0.000,0.000,0.000,0.000,0.351,1.099,1.000,1.000,0.000,0.000,0.000,1.000,0.796,0.432,0.432,0.000,0.000,3.033,3.033,0.000,0.000,0.000,3.033,0.000,0.000,0.610,0.000,0.000,0.000,0.610,0.000,0.000
996,2,1,1,1,1.000,1.179,1.179,0.322,0.322,0.000,0.000,0.000,0.000,0.000,0.322,0.405,1.000,1.000,0.000,0.000,0.000,1.000,0.773,0.405,0.405,0.000,0.000,3.033,3.033,0.000,0.000,0.000,3.033,0.000,0.000,0.501,0.000,0.000,0.000,0.501,0.000,0.000
996,2,1,1,1,1.000,1.018,1.018,0.322,0.322,0.000,0.000,0.000,0.000,0.000,0.322,0.693,1.000,1.000,0.000,0.000,0.000,1.000,0.773,0.405,0.405,0.000,0.000,1.867,1.867,0.000,0.000,0.000,1.867,0.000,0.000,0.610,0.000,0.000,0.000,0.610,0.000,0.000
996,2,1,1,1,1.000,1.076,1.076,0.351,0.351,0.000,0.000,0.000,0.000,0.000,0.351,0.405,1.000,1.000,0.000,0.000,0.000,1.000,0.773,0.392,0.392,0.000,0.000,3.033,3.033,0.000,0.000,0.000,3.033,0.000,0.000,0.419,0.000,0.000,0.000,0.419,0.000,0.000
996,2,1,1,1,1.000,1.076,1.076,0.322,0.322,0.000,0.000,0.000,0.000,0.000,0.322,0.405,1.000,1.000,0.000,0.000,0.000,1.000,0.796,0.358,0.358,0.000,0.000,1.867,1.867,0.000,0.000,0.000,1.867,0.000,0.000,0.501,0.000,0.000,0.000,0.501,0.000,0.000
996,2,1,1,1,1.000,1.076,1.076,0.405,0.405,0.000,0.000,0.000,0.000,0.000,0.405,0.693,1.000,1.000,0.000,0.000,0.000,1.000,0.773,0.419,0.419,0.000,0.000,1.867,1.867,0.000,0.000,0.000,1.867,0.000,0.000,0.419,0.000,0.000,0.000,0.419,0.000,0.000
996,2,1,1,1,1.000,1.179,1.179,0.405,0.405,0.000,0.000,0.000,0.000,0.000,0.405,0.405,1.000,1.000,0.000,0.000,0.000,1.000,0.796,0.432,0.432,0.000,0.000,1.867,1.867,0.000,0.000,0.000,1.867,0.000,0.000,0.610,0.000,0.000,0.000,0.610,0.000,0.000
996,2,1,1,1,1.000,1.076,1.076,0.351,0.351,0.000,0.000,0.000,0.000,0.000,0.351,0.693,1.000,1.000,0.000,0.000,0.000,1.000,0.796,0.432,0.432,0.000,0.000,2.333,2.333,0.000,0.000,0.000,2.333,0.000,0.000,0.501,0.000,0.000,0.000,0.501,0.000,0.000
881,3,1,1,1,1.000,1.497,1.497,0.936,0.936,0.936,0.000,0.000,0.000,0.000,0.936,0.405,1.000,1.000,0.000,0.000,0.000,1.000,1.110,0.982,0.982,0.982,0.000,2.333,2.333,0.000,0.000,0.000,2.333,2.333,0.000,0.519,0.000,0.000,0.000,0.519,0.519,0.000
881,2,1,1,1,1.000,1.497,1.497,0.936,0.936,0.936,0.000,0.000,0.000,0.000,0.936,1.099,1.000,1.000,0.000,0.000,0.000,1.000,1.087,1.033,1.033,1.033,0.000,3.033,3.033,0.000,0.000,0.000,3.033,3.033,0.000,0.742,0.000,0.000,0.000,0.742,0.742,0.000
881,2,1,1,1,1.000,1.497,1.497,0.871,0.871,0.871,0.000,0.000,0.000,0.000,0.871,0.405,1.000,1.000,0.000,0.000,0.000,1.000,1.070,0.990,0.990,0.990,0.000,3.033,3.033,0.000,0.000,0.000,3.033,3.033,0.000,0.615,0.000,0.000,0.000,0.615,0.615,0.000
881,2,1,1,1,1.000,1.281,1.281,0.871,0.871,0.871,0.000,0.000,0.000,0.000,0.871,0.693,1.000,1.000,0.000,0.000,0.000,1.000,1.070,0.990,0.990,0.990,0.000,1.867,1.867,0.000,0.000,0.000,1.867,1.867,0.000,0.742,0.000,0.000,0.000,0.742,0.742,0.000
881,2,1,1,1,1.000,1.357,1.357,0.936,0.936,0.936,0.000,0.000,0.000,0.000,0.936,0.405,1.000,1.000,0.000,0.000,0.000,1.000,1.070,0.990,0.990,0.990,0.000,3.033,3.033,0.000,0.000,0.000,3.033,3.033,0.000,0.519,0.000,0.000,0.000,0.519,0.519,0.000
881,3,1,1,1,1.000,1.357,1.357,0.871,0.871,0.871,0.000,0.000,0.000,0.000,0.871,0.405,1.000,1.000,0.000,0.000,0.000,1.000,1.087,0.928,0.928,0.928,0.000,1.867,1.867,0.000,0.000,0.000,1.867,1.867,0.000,0.615,0.000,0.000,0.000,0.615,0.615,0.000
881,3,1,1,1,1.000,1.357,1.357,1.051,1.051,1.051,0.000,0.000,0.000,0.000,1.051,0.693,1.000,1.000,0.000,0.000,0.000,1.000,1.070,1.044,1.044,1.044,0.000,1.867,1.867,0.000,0.000,0.000,1.867,1.867,0.000,0.519,0.000,0.000,0.000,0.519,0.519,0.000
881,3,1,1,1,1.000,1.497,1.497,1.051,1.051,1.051,0.000,0.000,0.000,0.000,1.051,0.405,1.000,1.000,0.000,0.000,0.000,1.000,1.087,1.061,1.061,1.061,0.000,1.867,1.867,0.000,0.000,0.000,1.867,1.867,0.000,0.742,0.000,0.000,0.000,0.742,0.742,0.000
881,3,1,1,1,1.000,1.357,1.357,0.936,0.936,0.936,0.000,0.000,0.000,0.000,0.936,0.693,1.000,1.000,0.000,0.000,0.000,1.000,1.087,1.033,1.033,1.033,0.000,2.333,2.333,0.000,0.000,0.000,2.333,2.333,0.000,0.615,0.000,0.000,0.000,0.615,0.615,0.000
261,2,1,1,0,1.000,0.781,0.781,0.174,0.174,0.174,0.000,0.000,0.000,0.000,0.174,1.099,1.000,1.000,0.000,0.000,0.000,1.000,0.491,0.199,0.199,0.199,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
261,2,1,1,0,1.000,0.781,0.781,0.131,0.131,0.131,0.000,0.000,0.000,0.000,0.131,1.099,1.000,1.000,0.000,0.000,0.000,1.000,0.531,0.174,0.174,0.174,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
261,2,1,1,0,1.000,0.701,0.701,0.131,0.131,0.131,0.000,0.000,0.000,0.000,0.131,1.099,1.000,1.000,0.000,0.000,0.000,1.000,0.511,0.166,0.166,0.166,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
261,1,1,1,0,1.000,0.726,0.726,0.131,0.131,0.131,0.000,0.000,0.000,0.000,0.131,0.693,1.000,1.000,0.000,0.000,0.000,1.000,0.531,0.174,0.174,0.174,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
261,2,1,1,0,1.000,0.726,0.726,0.148,0.148,0.148,0.000,0.000,0.000,0.000,0.148,1.099,1.000,1.000,0.000,0.000,0.000,1.000,0.531,0.182,0.182,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
261,2,1,1,0,1.000,0.701,0.701,0.148,0.148,0.148,0.000,0.000,0.000,0.000,0.148,0.693,1.000,1.000,0.000,0.000,0.000,1.000,0.531,0.182,0.182,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
